<Trait>	Trait_1_H2_0.9	Trait_2_H2_0.9	Trait_3_H2_0.9	Trait_4_H2_0.9	Rep
X2899933	17.3376194949678	-0.85838592482249	19.0901490094373	-3.28278536880896	1
X2899934	-7.08656023331343	0.278878046266907	-17.3063202794243	0.4222328527707	1
X2899935	8.35203181095746	-0.886797820765901	3.81820205009114	-5.72283103540751	1
X2899936	15.527997379131	0.0175273848028609	16.361973732122	4.24873520135502	1
X2899937	22.0421085094718	-0.544908867293945	14.9166220002754	-2.26340800570819	1
X2899938	1.96310201957718	1.74392923515542	14.52530888768	-3.41833739802792	1
X2899939	-10.8997486077778	-3.66252439443659	4.41703707738172	-3.11619492889134	1
X2899940	27.9826260862351	-0.406318708558285	39.3068877605983	-1.43280506327684	1
X2899941	14.4607265218096	1.80655714482125	25.8908132057349	-1.45188560903265	1
X2899942	-20.0276878796956	0.949059810245812	-18.5295661689189	-1.56587425113796	1
X2899943	-40.7382299477096	-1.17707471889851	-30.1338231489464	0.565635751006278	1
X2899944	0.144404372255075	0.25357675217553	10.8705770936672	-1.83794829049234	1
X2899945	14.4363466360187	2.41525838101917	13.3657799735632	2.78903410138761	1
X2899946	-24.156592944039	-0.678026219713677	-16.1262036525442	-0.211633841234115	1
X2899947	-8.29624876639687	1.93789342257267	-5.06045249834317	2.24719622036349	1
X2899948	37.4737542212603	1.3777390579443	28.7294204464876	-2.77518491064857	1
X2899949	-10.2792896546362	-1.47671304742128	-14.4342984987225	-1.97153436581679	1
X2899950	10.1135302806216	0.988661235829738	1.49465060280577	-2.42248461404701	1
X2899951	-31.8479955180175	-1.08896559099023	-29.089204422749	-0.352821516067689	1
X2899952	8.57838257809814	-0.0412223315814606	-3.22448701563337	-0.339326065755754	1
X2899953	1.74861637514927	-0.0601918212306575	4.18797718326599	-5.11721258459921	1
X2899954	8.67987639347194	0.827247010861391	27.6897912224205	-0.764836082017919	1
X2899955	41.0853251201728	0.710663177854895	26.575562202753	4.19807903188999	1
X2899956	14.1416695604376	0.683969306103774	23.0226958504269	0.309003937661978	1
X2899957	8.78672350296548	1.78008928100354	3.39602693173449	4.26478311218396	1
X2899958	1.22666738046717	-0.118072947144846	-3.20836816036618	1.8949599425721	1
X2899959	9.06707827839954	0.658042207694097	2.55442218070273	-4.46993458773085	1
X2899960	8.20883118970885	0.0669314173485893	4.04707759647696	3.34768059472181	1
X2899961	13.0247292022895	2.00690000481353	2.36480740959479	12.1763789184404	1
X2899962	-15.0590691658336	-2.51960769561122	-0.194300273943664	-6.52592129947658	1
X2899963	12.5940338055282	2.38365924976009	16.7121992509299	6.00507144307032	1
X2899964	-6.90865318427832	-0.0163765518441643	-14.5217580454751	3.21410305059694	1
X2899965	2.50253126243351	-2.76613333806261	4.87875688194683	-5.7081589944796	1
X2899966	33.2369517678005	1.73198611614552	25.3881072849702	2.63059694029757	1
X2899967	1.80181983051905	2.01738927751497	-11.8817262923537	9.65744899632376	1
X2899968	7.57770480366414	-0.27677796125342	-16.7616973015394	1.1480720940435	1
X2899969	6.03394350084536	-1.87674944974762	13.6606152490186	0.572235967760767	1
X2899970	-14.0203691817571	0.30162518800028	-8.79266089660619	-4.88221658878639	1
X2899971	-7.08154806987909	0.346218158182624	-5.91163107490872	-2.26598102942627	1
X2899972	-16.2362606347291	-1.80877834807356	-24.3002369769139	-1.35916194381636	1
X2899973	12.1098023970495	1.27830540612154	19.6432048707685	3.27995848994604	1
X2899974	17.0037239507113	2.56900920180318	2.63241542305799	11.2976599879467	1
X2899975	-23.031121405517	0.975169733899653	-10.806617452438	-15.1944983965714	1
X2899976	23.1800083792084	1.5309714166237	29.5583467927433	0.363056714883727	1
X2899977	-0.0455893594314114	1.36946393037741	2.43865822087496	-3.87802431163951	1
X2899978	1.86568001451177	-0.179609516115255	-18.97439051164	8.78298301107906	1
X2899979	-9.09001377280558	2.14751899569823	-5.68362166490889	-2.02601503251186	1
X2899980	0.38140243299795	3.18149883131405	-2.88818420289191	1.62945409348775	1
X2899981	-18.1269423811015	0.422475419701796	-13.7415085941433	0.595258599795768	1
X2899982	6.6486223445566	1.83639425513066	2.3695989870459	-1.27042709805971	1
X2899983	-10.6618249917316	-1.31322254936478	-1.69283415132038	-2.54621611023493	1
X2899984	9.66019632377335	1.47228360532759	10.0753588938849	-6.78297646252856	1
X2899985	13.4033458829576	3.5532646481143	-5.10256745136792	-0.348146783229894	1
X2899986	14.9913685278113	-1.34505161163588	26.6108153629255	-9.40405202990341	1
X2899987	-38.0411283898683	2.64541080969558	-35.8837179865812	0.393855388576494	1
X2899988	-27.2869235107103	-1.51146189098917	-17.3391445465173	0.205000673416391	1
X2899989	-52.1663445230777	-4.02623260264942	-33.2276259867741	-2.88146539514812	1
X2899990	20.4701029462817	1.72800036725856	20.8405084881787	-7.09047393696744	1
X2899991	1.28544524341482	1.46702778332998	-21.9337818822385	3.42075498142958	1
X2899992	17.1189714621546	-1.16515136612478	16.3894628798117	-3.11928399825698	1
X2899993	3.02350602274832	0.224109108220483	13.9035779442961	-2.07226180863105	1
X2899994	32.1816478265757	-0.325644233772726	33.4674057295634	-4.47553759473914	1
X2899995	23.4022023852149	0.505298930773469	39.1102043196002	-12.4309325469757	1
X2899996	32.0974435374728	0.283214514463738	43.147952971282	-4.81221293327635	1
X2899997	-5.52861985454626	1.78137532556739	6.1138158011929	1.05501048235323	1
X2899998	46.0391591702554	0.786085948893039	44.9321977502392	-8.09524007130305	1
X2899999	37.5171891794849	-0.954847952296923	62.5453818743713	-7.67487068067419	1
X2900000	-16.2775152858256	2.01411806192017	4.39336670464269	-2.53508067493792	1
X2900001	-8.51446906605201	2.19281761820063	-8.81783310391243	-2.7476964170681	1
X2900002	20.0736372594858	-1.74500498822198	31.8697065310363	-15.5996359225389	1
X2900003	38.3972019691243	-0.333314696160896	31.979044002406	-10.1509791949233	1
X2900004	15.2062558860524	0.299773817629763	11.5943158594148	-3.50039797838817	1
X2900005	41.0047559862543	-0.533110995150721	43.1664779040155	-12.5937805656465	1
X2900006	38.9335789285328	1.50968106663545	49.5639635415819	-6.36400296179603	1
X2900007	8.63269951905502	-1.69525979919336	28.9163229685497	-7.97698796634039	1
X2900008	31.0773365818903	1.29741025360756	9.94421907515738	11.1784116520995	1
X2900009	-21.0220765872884	1.1354463829697	-9.34797514941791	-1.56169136683558	1
X2900010	21.5426915114507	-1.35520626565937	25.9134296376017	-11.6460178954603	1
X2900011	15.4986025362688	1.03229650839613	13.1555464127095	1.99814783009552	1
X2900012	23.3458839159649	0.826595748702153	21.931808039508	-3.23624931498214	1
X2900013	-16.4630356304338	0.485252080716491	-9.03459244010798	0.213541150025829	1
X2900014	42.7561150402267	2.36127029011083	60.2556405194768	-8.81271724482646	1
X2900015	-7.97755284612327	0.624510170508623	-16.5021698773171	0.705950386983101	1
X2900016	11.7619922273111	0.0029752651236673	17.4118977380753	-4.433220236793	1
X2900017	14.7478158169509	0.839433505694295	19.7732773899015	4.58311851604254	1
X2900018	9.45426383723613	0.296632692617352	23.2093764969354	-2.11480550691917	1
X2900019	-5.83434344405481	-0.96614011401732	0.717126100221618	-8.90283382348037	1
X2900020	-7.48846365728634	0.964500573127814	-20.1853948804126	6.14466483596595	1
X2900021	29.1573955758774	-1.5446448523715	33.5021692502215	-0.212052639790691	1
X2900022	-0.665559918106754	2.22566155302632	2.06883617426727	2.92296201941551	1
X2900023	-23.602852729853	-2.98229041322853	-20.0068191004976	-6.80921705350534	1
X2900024	45.9204475252279	-0.767574417808954	45.1675481989933	-3.55019076287063	1
X2900025	9.78336425041486	1.02292610712798	7.14151167661785	8.38289873647781	1
X2900026	20.8960726185751	-0.268276732767592	22.9196330169672	5.87748116181439	1
X2900027	16.5342887477767	-2.45895170770617	24.5355816725639	-7.20197921234338	1
X2900028	21.7215309393321	-3.67264803319902	38.7522773113238	-15.0259389265023	1
X2900029	8.88161608479293	-2.91896134262344	20.756130524904	-10.3216924749576	1
X2900030	12.5064983785469	-2.08313654785847	22.1741954832453	-9.33277048661446	1
X2900031	-1.56775021684244	-3.207491631004	-4.47031978922648	2.06143191853401	1
X2900032	-19.4208222835426	-2.72377298954516	1.29621221509985	-11.8668248391984	1
X2900033	15.8705093606212	-2.77760770541711	33.3261639911432	-13.6416034133105	1
X2900034	-13.6936446519448	-1.19588555185437	-4.03983803715557	-3.53938288304134	1
X2900035	30.6175905185586	-3.63560448273014	40.3764690821884	-10.5462877753692	1
X2900036	-0.297369677676941	-2.50295105159504	28.6325395927022	-12.7696747322197	1
X2900037	-4.40739958986852	-3.2241080561745	6.29278696759923	-9.36873874096354	1
X2900038	20.2411062202181	-1.63655186673056	41.0790271528921	-24.0578650487124	1
X2900039	-8.54884167509351	-2.76921887803331	6.50078638557396	-12.9462810466494	1
X2900040	18.2567861067088	-2.4147804978036	32.0076796295626	-7.72910116372837	1
X2900041	-18.0223189782476	-4.16332046428288	-6.04993139455103	-15.3984447846661	1
X2900042	-23.130037554416	-5.99191564247483	-11.5354857630551	-13.6508010262845	1
X2900043	1.37665246000924	-2.54045953730282	10.6971663512711	-2.38128572165189	1
X2900044	4.11412763688096	-3.2687957631585	21.3326217255051	-4.18955975126645	1
X2900045	-16.8995499039735	-1.15841493623834	-14.863291628278	-6.35171189668266	1
X2900046	-29.2747614335547	-3.41173301616749	-15.9673318228398	-17.3987562703105	1
X2900047	-20.508557701462	-3.24569222362523	-14.1252301836968	-2.54283389693252	1
X2900048	-10.9015981740495	-4.77891455681795	10.0388345916965	-12.0728227546885	1
X2900049	-10.9818074997024	0.513858817300306	-10.883516062489	0.346483156155881	1
X2900050	2.10003383180127	-0.846771703285301	-10.7137697608059	-0.485754884444961	1
X2900051	-10.6898878903071	-0.116692534973772	-5.9055914442623	-2.36002468147231	1
X2900052	13.4979854177797	0.561364552670169	16.0021155132516	-3.35109834508138	1
X2900053	-0.774783407612942	-2.93487731747036	4.93873050624116	4.20751305778808	1
X2900054	-13.2229497457851	2.606297292417	-23.262877641749	5.43690773892646	1
X2900055	15.2285384694152	1.91791431118702	8.23199903939608	3.8195944148223	1
X2900056	-23.8992580859743	2.67213444027082	-20.0249517217362	4.83624134403428	1
X2900057	-0.441944872939179	2.99004781961432	-16.7353083175068	11.7238269191191	1
X2900058	7.88644665061274	1.21677150241834	2.21541690505256	8.36007209893533	1
X2900059	5.25556561125508	0.745004190242609	-11.4095069150313	14.3924092611277	1
X2900060	-28.6174827749019	2.32642493930377	-37.2527522067009	6.24556118200414	1
X2900061	0.345912993276437	1.9682673138638	-20.0233784488226	17.3739470481764	1
X2900062	-7.72038400217455	2.88972322118086	-19.6053599270665	4.8916769249244	1
X2900063	-12.0345333002404	4.25730492881409	-31.3156385157387	10.5097284428922	1
X2900064	8.04095504890483	-0.158302679701567	5.97414076090952	-1.69344714903269	1
X2900065	3.22119882670562	0.267229602868303	18.9435443244276	-0.780072341355452	1
X2900066	0.535594764443118	-0.351559216481158	15.2233255414219	-3.38010176204927	1
X2900067	0.76646515665151	0.947246334161207	-8.1890501256975	-1.96318649935956	1
X2900068	8.13013018344407	1.47684966656091	7.12154299295802	4.87031172340866	1
X2900069	26.3808633045975	0.135654749059974	19.1901720548483	3.45888506720678	1
X2900070	-2.15307294021356	-3.4179817460132	18.2894622746484	-8.01185971631109	1
