<Trait>	Heritability_0.9_Rep_1	Heritability_0.9_Rep_2	Heritability_0.9_Rep_3	Heritability_0.9_Rep_4	Heritability_0.9_Rep_5	Heritability_0.9_Rep_6	Heritability_0.9_Rep_7	Heritability_0.9_Rep_8	Heritability_0.9_Rep_9	Heritability_0.9_Rep_10
NC264	-92.0593789372481	-55.147165457555	-77.4380585129131	-29.7793602062402	-42.8902729565848	-43.4429992607334	-11.1300318302644	-23.5024862220377	-70.9112241898137	-17.5209348391383
NC290A	-2.07495464427657	88.6613418818088	106.005518003152	77.5213188598915	100.600622579036	60.9835905598458	111.102680734341	100.751006872679	90.6290321947644	57.1679218397559
NC294	9.1379257801735	75.571347451509	48.3596227731986	84.497703580067	15.3664460584409	40.3922397783556	12.6240971352765	45.0343461647172	39.2856782041584	83.4814456972501
NC296	9.29942121864524	54.6787804352989	36.3184424977448	16.7800103154126	32.6365820958533	19.4514299051524	-15.1510786483492	85.8027258195422	28.8195963891194	28.7321779897926
NC296A	56.6271839819416	133.556538597886	92.8270654730711	57.7001462828276	52.9889600959274	88.2166953691097	108.435088287871	82.5238851705449	120.835766290592	53.6698851727762
NC298	44.4722490619211	80.218944342641	23.8236024909348	61.8192352684729	72.137930059025	82.9942711273869	73.9680587344059	46.4397241912343	43.8723274306268	90.3986785574971
NC300	93.1644458461904	105.05682630906	108.307856610864	81.7925398470737	127.379864802997	113.014747735591	70.4823653848991	78.4740718278405	154.034268742634	76.2138302842085
NC302	-24.6194232949351	-40.3658968455806	-79.0821018044752	-66.6989783715479	-37.3020196119079	6.32342002090903	-57.7495091618818	-97.9025398413772	-28.4137857532351	-72.7341857797819
NC306	-23.0279700851674	-36.2494769585846	-45.2528845971372	-39.4592565408663	-40.4900772254646	-47.9126064583654	-36.4501527259864	-49.4533305047606	-77.6299478748025	-45.4687528076774
NC310	-6.91204418154798	-8.6321099775588	18.8653188029588	-0.994329898808733	-48.3276553963527	-0.727238575619701	-31.9305500034411	-23.0963424553838	-12.005749509786	-24.1859277439027
NC314	-62.2275399517096	-5.94568717042771	-72.3047979655673	-59.0920174317055	-15.9343292363355	-51.2249241271465	-68.8800865719924	-68.6715374973976	-81.1480993138375	34.3694489810979
NC318	-34.2816518015977	-40.852064303267	-11.6462832634678	-54.3569268238678	-29.0508114848988	-37.4992472145437	-35.9186190603538	-13.6932125661626	-20.0753858344571	-27.3024327131784
NC320	-34.6472765595642	-40.9650793340491	-78.3720866903796	-13.6065069716296	-16.7084423902652	-49.6277307358909	-38.7308120260278	-25.7842818384858	-23.7925701222517	-64.87690168476
NC324	-35.6253600834256	-13.6415385293007	-6.71206892388209	-61.9496138311305	-4.21792262857808	8.65067860157025	-10.989514692758	4.08452094439316	55.6861375506788	-61.5438785637677
NC326	-67.2748160805539	-32.7518628232774	-57.7915228383333	-87.9979506452044	-48.524382091929	-30.8030771787734	-35.6387112937853	-40.0578279332927	-18.6153608882031	-97.2989298155385
NC328	2.13324896007909	18.1518114244793	-31.0668285811744	0.60522848172875	12.5256059433365	39.7964032275787	-10.6409300550934	40.4260745474764	21.7236555301976	24.0463588244142
NC33	5.27094260654605	-47.2433952464389	-34.3185560358313	13.1929467562163	-18.2472152066841	-11.776111030694	-32.8685772183638	40.4082638285314	-4.59175851022488	9.41119258350836
NC336	-30.9931248270852	16.4946089413598	9.02071788219584	-19.4937012384942	-2.78464961946252	3.59355061816173	-9.4932472518802	23.7139793647038	-11.2680607153645	-13.5273261914191
NC338	-7.55149713974788	-2.91805219983528	40.7007513122699	-0.430272619085108	2.91450538638526	9.02978785477498	-29.2245776167798	-13.1730478451947	-35.6519358870775	56.1864021997237
NC340	124.084446668117	128.183904967381	84.1896135127672	106.961678621807	109.680607527371	94.8224156459541	126.381345703502	130.250089546668	103.221945014015	115.335754414101
NC342	103.551555793906	104.72088228521	27.487314327327	130.012123782574	92.004643133183	83.9306842440227	104.604001681905	45.8495655599813	65.9191009874107	133.316348156447
NC344	-79.5822301609693	-32.5964103882686	-61.3246241519959	-3.53981536326156	-27.8678278052152	-31.5668296701793	-41.7110341750823	-45.4104612978245	15.5146851548026	-23.5743282046126
NC346	48.7218403505678	74.1509918597616	62.9906542935296	39.805840906223	61.4615457549469	54.3762101843252	91.7900397093409	73.7928072734009	94.9341875649047	75.2002083127409
NC348	48.8142646891807	117.434933954037	35.6200076574564	132.423450053449	105.675155950844	96.1155648558626	79.9332405451348	111.70858363672	80.5151917508523	103.664832765815
NC350	100.388867099529	25.8527766665694	43.2871660046308	53.5754516667422	23.7898257873908	39.2479191866584	38.8103777412903	78.8302712099385	35.9363417452735	68.030145527074
NC352	21.1390526082751	-32.3945050787201	6.77643269353625	-18.6185646809821	-3.14811820222979	47.231648267328	40.0502286908011	27.7160056034362	19.3025652214662	-10.7491853987062
NC354	-71.9999941800819	-45.0097908340548	-46.5326571158353	-47.3844242149268	-28.3549989454055	-86.9828177862352	-90.0709185198057	-84.0025744372968	-43.077833610534	-59.1949624171899
NC356	-69.281609363389	-81.6580236522568	-114.403345917544	-98.8863886477867	-93.6098574214603	-114.973851929342	-91.3527813341147	-129.417561120226	-110.885012911215	-114.074075879219
NC358	11.0984467982117	-12.5410331256526	-1.86076054636695	2.74856515113613	-20.4479374241918	-17.2383627314745	-6.63254705464856	16.3255882047502	1.26623353796269	-38.5160093183557
NC360	-26.6490665453037	3.85727826711881	-9.51040706858808	-2.24977159249052	0.101139710701902	-13.2221618757083	-1.40506609069191	9.46104635669926	16.021872695471	-1.91393979450761
NC362	-76.6091741510378	-38.7983178606602	-4.30299599024545	-15.0544775563087	-30.6154429292638	-37.025108212266	8.70124898005624	-0.48922716808169	12.6400941302058	-3.68716226785535
NC364	11.1499551717591	-40.2790577359899	-14.3119967216246	-26.91860805248	-6.14301971806568	-87.0224987203735	-9.83894846646949	-28.2582483510673	-22.508124004094	-20.7244939158532
NC366	-120.331826244012	-115.976788015729	-104.607664347354	-146.055394920167	-119.152891026325	-76.5963462548718	-95.1560094851214	-90.0226240951156	-74.880861247339	-83.4905250515255
NC368	-35.2826631647978	-41.7197930864945	-14.3583206508449	-30.0935862111694	-41.2497694416197	-17.6999415301533	-41.3777438680677	-25.4997115918031	-27.4227749553992	-85.673995166015
ND246	-12.6656103126223	18.9578794755169	3.89122580683883	-19.7283566256241	-15.3672946373041	-13.2810650740381	-49.2466535203221	4.00492418314667	-68.5864449537555	-27.0554695801682
OH40B	-134.903397053032	-85.2560732984104	-82.9258529626983	-64.2049685369765	-78.652597030531	-88.304132591589	-62.5966316726538	-81.0741782331068	-101.780418348884	-120.134564599706
OH43	-107.957251325565	-199.965941892241	-145.867084770541	-178.728521259888	-134.621044590042	-169.821276326493	-191.241163157322	-167.089940137023	-158.964285989138	-215.056567888674
OH43E	-64.074394059442	-110.920466121111	-125.274623464499	-101.262161061194	-109.581670259614	-103.403233508431	-83.12345376033	-80.2193320473601	-107.499476917142	-97.1702869304347
OH603	7.65468748123554	4.84141687411466	40.0705089596155	35.6279751942822	42.8440680692802	15.6011203714371	12.3953273568712	58.9911850136305	82.2268913039178	26.4525074368287
OH7B	81.1594607890034	99.7638324290578	53.0094274297431	55.4898482714289	75.4014356348984	88.3928287969658	45.0156084702084	96.1237928764542	50.3633794477963	99.5956982961198
OS420	-38.8089616999207	-96.6348621379646	-44.4714453525768	-76.1828875830707	-6.17422930098763	-47.9248317749804	-36.2034745281055	-56.6443907794308	-46.1274952845299	-35.8512138322428
PA762	-229.972577416145	-197.728850803237	-178.53802652241	-211.499167029943	-192.665239997218	-177.028130820444	-189.51635894848	-191.833100969141	-207.528767450138	-134.745113876884
PA875	11.798434610582	-52.6601681565921	-73.3912220444468	-25.3858796669246	-85.3680954379549	-46.7572504279702	1.76348570921387	-47.787686008757	-66.2421969053411	-57.9389606092832
PA880	133.455429667492	109.515921951069	115.131898288377	128.900716853092	60.9062583820374	95.1826781545602	68.6378332778989	16.5084268439356	71.0000326056911	108.856678621188
PA91	-29.9583337047956	53.0631717866952	9.80740000766697	-17.2771306426872	-25.8571938948989	10.5361297823035	-62.915901215391	-22.7692878992393	-18.7327780808734	-45.3536278775337
R168	-64.3592365620692	-24.4386143563193	-75.6195724153071	-17.7666239350039	-24.2272214368682	7.15222788342666	58.4044819017049	-18.7132325460689	-40.9241466607024	-10.5903054330486
R177	-109.952856942538	-120.559907575143	-160.82234943955	-158.190932902801	-138.722494305885	-131.014710901219	-138.683798226097	-141.11193431342	-139.706676484862	-150.359413360139
R229	39.9909876731183	61.8671196722006	23.5197387385072	34.1901430569501	31.3875650650038	73.941850051292	37.3221462594856	9.08997003315888	29.0751989477166	24.2290017749601
R4	-82.0977355541495	-109.552406171021	-81.6876762765377	-119.139420132574	-29.5128920621622	-93.1953740730228	-65.1627199563512	-116.806727595725	-52.4371821169027	-84.2160477973974
SA24	58.9412121054194	21.9969723920072	34.2491304794762	26.433371849377	58.2594495220523	43.656642448473	71.1182375082494	98.1416062571739	64.8504941172624	133.598307950542
SC213R	16.6835105862218	22.1921629732561	4.39084957834636	43.6877853405324	27.3743431149915	33.6092724970304	47.840509978934	-5.15813303040179	2.44199357896249	15.4258376545007
SC357	-90.2587488922874	-76.979580007743	-70.9505204027675	-67.6548333907438	-121.135849667238	-103.463124537635	-42.2889998316252	-81.0390344208364	-142.975063945759	-96.886586232014
SC55	-138.510556203716	-159.034794208819	-156.495276336709	-155.871049569498	-111.534106122302	-101.050495764968	-103.331900991597	-114.934278748898	-143.1240732278	-161.643339763695
SD40	-10.6521783568009	41.469791595325	-14.0453324769374	-18.1212284250981	39.2193574160595	18.1698723877395	2.91850071176575	-16.6615978437642	45.4987297182146	-19.0544214823323
SD44	-20.2085658449689	-35.9060611517344	28.8102577830689	6.15649252230833	-63.1301866361783	-10.5626792309943	29.512140409973	12.1248052879297	-16.8814728732286	-20.2515915076168
SG1533	-58.1553028387993	10.6409812799102	-17.2103107177955	-49.9234646352495	-57.4016917297332	-62.6226018218976	6.24973591736873	-64.9481307222101	-19.948515103567	-38.8258156438771
SG18	-37.5872396081918	-14.6470983842528	-12.7370850014104	-26.4740364549004	-55.2387747448234	11.9621320532075	-14.2138557701823	-3.8182012878938	-1.98485732676981	-67.9664450072812
T232	56.7739628215129	60.3407274450442	97.9944806298663	103.513440200683	83.819358991332	106.378470202835	76.4081778912488	128.473247691505	66.4276947544029	91.4959011203797
T234	-93.9389178312054	-62.1484193439536	-67.0661656919322	-86.3393021519408	-86.3057071273975	-113.383593299616	-38.0564848329785	-60.8905659254136	-114.212173142579	-74.806261846592
T8	-27.9178955079455	-39.4788446158432	-39.5308608942115	-44.0123135877785	-22.3679643874164	-31.9026974171994	-37.6553867020479	-27.6984969758803	-18.260548506669	-21.9103225235465
TX303	96.0137698653753	94.1950834112572	19.6466807238931	43.3063711744369	81.1201399622995	60.2103404452171	60.3493748189874	52.6913330116541	44.7586900484197	92.7051337911385
TX601	40.5689031826337	29.5467646065256	76.2785578143428	97.8847922752853	85.908533066225	73.9513089636501	18.9620680764213	75.1632023767785	33.1448057360991	87.4592107649407
TZI11	-72.2988520084994	-13.9947175107962	-28.4924936878591	11.5568932639854	-44.8512228938584	-28.7418745210548	-57.7290738435729	-37.5339465091585	-12.8268684147903	-54.331852372456
TZI16	-32.2041065719677	-9.34808778194387	29.4927249183073	-9.4753120805501	-26.2984141411478	-0.0163143823071312	-17.5838920191339	-15.6578883281467	-12.7202035503258	39.27297508949
TZI18	-146.609390385434	-177.99767002834	-113.28773828436	-160.503656404577	-137.834398754168	-140.753222307571	-152.569150420259	-131.794862701734	-160.038395645261	-229.625580456805
TZI25	-40.8559026805945	-20.9637129781407	-32.0619852864055	-0.737430137219356	-20.4382354262291	-9.766353421157	-43.8242865395405	-25.2419186746239	-48.9479827363091	15.7264253915932
U267Y	-129.399362932885	-168.528184897474	-156.138118965061	-178.284161562558	-121.939976966573	-105.649016206745	-140.14241213074	-154.806226889376	-158.448345680457	-132.907795916069
VA102	19.0188103459093	9.44198765261212	5.8252008821512	86.6030495711595	-19.0099766844044	3.65227992455134	-1.45542228907542	25.8113421484451	29.331171520277	8.36297429380832
VA14	44.8001306670072	43.1686033466434	47.9407469876839	25.6938341373273	102.625102796799	43.3963875490066	44.0820507973257	33.3712532515912	45.4267545050947	79.9533470898344
VA17	-33.8075496975697	-22.4909866487916	29.3922300303473	-38.5078850262633	0.130220412219348	-43.5607546254532	-52.5832853731929	-10.3784385242068	16.7252750464402	-8.04037954397905
VA22	32.0481980592667	6.3660289091868	-4.2582285851667	-12.3868211357023	21.8921932672867	15.9230348114465	27.6307973195704	4.85614963998662	6.59939869466195	2.42378611043575
VA35	-50.694956384824	-78.9605120062734	-65.8747987175135	-87.9821853716936	-13.2930827407866	-60.9515862398804	-59.2898662116618	-69.8800669842855	-53.6524315949	-74.5414435207409
VA59	66.9026498176598	25.0139474466689	-19.5288100184163	56.9512052684121	26.2060483753455	40.9857680287405	50.1808948229445	59.5451236014327	38.3050136007396	44.8615481190448
VA85	71.3354065920669	44.1656079691807	60.4197156467043	82.7816685731257	77.5216004808529	108.629642139168	44.7318544321297	16.7943238755054	72.343455989772	105.341133025077
VA99	-73.5414455778415	-75.2440823298053	-107.782656457231	-48.5663571973193	-26.7947348321977	-17.2522256335197	-83.51897291549	-59.6814318687124	-99.029059048007	-124.892291785592
VAW6	-94.194955903902	-71.7332130409785	-99.4777188617032	-95.2845240070161	-84.7560755381914	-126.967521037045	-85.8634674541248	-106.326461049324	-66.7394174595767	-81.5709768372376
W117HT	-36.9964738730053	43.7616910489978	3.90109703878113	53.0795748680047	4.92462772089184	-29.8246485013965	-19.6830412673226	-9.33444301370083	33.9227547601784	24.7208105400911
W153R	-157.654125587465	-107.746208310915	-154.098097732782	-121.514819329048	-140.942653775172	-123.522596892996	-156.990273732381	-164.749418164642	-158.342889337448	-133.688097082081
W182B	-39.0393822384849	-85.5290362703331	-80.7335843983524	-68.6710010960534	-87.3253743932576	-95.6485026285503	-77.0278665739964	-106.423978020813	-70.6858253801881	-78.3714550389578
W22	-34.625945146008	-75.6146314541349	43.3560880349304	-111.599080341526	-49.8994249553319	-18.8966347689448	-69.4560333497437	-11.6309198878653	-42.3007857908327	-31.8906877552504
W64A	-39.6961031739975	-94.2218020995068	-91.8094575151301	-40.3864491953093	-85.2453898746557	-29.6148243603108	-53.1076371178583	-30.2285878618861	-46.6166042737155	-76.2149043696387
WD	109.068296544536	64.0253240400346	52.8630428559562	53.9017763379506	39.5991397410564	93.5247624746443	21.8555760064911	71.7205056983273	39.1427221979781	50.4829382172189
WF9	47.612545570549	85.7925203990115	24.0569200340593	42.2963084100522	27.265189198795	47.1854093911878	29.8583902125483	40.2450802759421	12.5546627666817	-6.49616145298193
YU796_NS	-93.3318418991827	-62.2933752176387	-86.9574609048655	-113.447668620159	-50.3572687222339	-116.626449703867	-78.0038209693616	-106.275371246565	-141.015478113601	-121.375492911528
A214N	-33.8280269364978	-22.4606816400975	-46.4189390574273	-46.6084488943048	-22.1242797053461	-61.2991044462691	-42.9915707490613	-21.1313060130111	-37.7963005631782	-52.2948336392618
A272	30.3298928886343	94.4864220765649	90.2675601202941	40.5197166445335	66.6787877391113	34.9441460389289	23.6946645387269	36.1250634193834	50.1853988264123	33.3298601510528
A556	109.307142053923	180.620013846386	107.426260547632	87.2861254100308	90.114946919696	86.9839915330986	75.1128307932358	73.7982925616243	134.377308505416	88.1633792716002
CML10	-80.2796125622039	-62.968151872717	-28.9658942780185	-64.0704987115569	-44.4773632115327	-78.4196118202204	-52.8465036150821	-74.0276177903306	-30.1283757247889	-20.4523891525927
CML14	-29.1502356054943	-59.5774795415974	-60.3476754945161	-46.1018654276056	-37.4634812313828	-108.98631887343	-5.94351044986046	-16.7080110533324	-17.6058450902062	-43.8123567050071
CML158Q	-99.8426299335289	-24.9619261687499	-31.5018005242351	-22.9153574230022	-24.0139491509096	-75.4292909816799	-20.7050834493928	-37.6071378697656	-80.7846807964911	-121.039405799892
CML218	-46.486893967119	-85.4770122303614	-87.4817891815287	-93.9120241209276	-79.8286696441876	-91.7558540888328	-123.088277838958	-125.801229529724	-65.6867032945055	-32.6692017669936
CML228	19.3477506674897	45.6646569362754	15.1747961047658	53.5028011493415	30.2230964223345	52.0462568973135	86.8919530727015	85.9596943061253	50.9857872305211	0.754598955726756
CML258	-84.582204988908	-85.6855332306286	-34.6599402424059	-86.105827485891	-96.3583163157116	-115.892485204183	-103.965841112373	-67.8150155787085	-81.0129515923501	-84.7320002711072
CML261	108.370624692376	136.506142313182	140.905595445404	146.193517549265	115.633210819216	100.773695872551	120.848294611727	129.334204242727	114.07345818268	73.3854494887988
CML264	-3.44956511051272	-18.0140596194572	-23.6947622765333	0.660064047971195	24.0705194117216	18.2693305422123	40.4402154287164	26.2060447574341	-5.06329995348883	24.26366805209
CML277	-99.4146462046272	-74.7656034447963	-70.490602543596	-71.9597343244112	-32.1564308670501	-63.2584805113251	-70.7841258750731	-59.16913909396	-112.364475811206	-64.9312049563214
CML281	46.0111001305133	104.881285493976	82.0391226182177	72.1824599308175	34.8074143926732	52.5909498304696	7.09415301574838	37.5428560296973	47.0976114829507	8.72953509172278
CML321	67.3519127656908	68.9935751874465	52.3321118202173	34.1244268684319	35.5111968586166	18.6826797022998	61.2614408618555	107.620390029533	74.8872070204592	64.7065642023847
CML328	25.5208881423397	40.7745088168912	49.073963472888	4.66627346257716	29.5501736537019	4.15378547002122	34.3674290392407	11.3935931718209	16.9847979497542	8.66580713192207
CML331	48.9730539620305	-21.6826022712188	8.03312362868469	0.430890019909604	30.5467441392156	40.6515414800478	7.69165508760591	16.5501943808914	27.5945350787162	-31.1108580443885
CML341	50.8926106986199	27.2381095530626	34.9297120226938	58.2498935377444	35.2307904557634	28.0244337023229	49.693433393052	66.9578904092576	47.4478604209445	50.2013834003274
CML45	-28.037489797988	2.85957394861453	28.3207794506897	-20.1021094051275	-21.1944909255781	3.05467689059827	-8.89715409766988	41.9384539918769	5.14296413679136	11.3729347338304
CML5	-92.1285806703205	-81.2372185918848	-82.1588664500422	-119.458526039211	-87.4011343179345	-34.8934954274742	-35.7516881338774	-95.5900541253282	-69.6865637685213	-97.1063429936869
CML61	-57.2303696127064	-5.68672631718327	-53.8039922133935	-72.2407076207283	-35.6105095817727	-65.2098591692014	-69.5037101879485	-38.157218469585	-7.03548354236686	-21.9273440766136
CML69	-30.1815455010845	-17.6521671781382	13.8182944626383	-24.6368487997108	-73.4120244809271	-18.6949660864317	-20.6303531920523	-23.9788397118488	-47.457742432808	-23.6405838250524
IA2132	-69.3509294232826	19.2671435397187	-32.7549394230291	-35.8689772272857	-55.7757510252202	-23.9303740189495	-0.79405322198221	-100.183349553853	-91.2385376626334	-57.4614900164792
IA5125	81.298154563493	28.5182159768357	35.995572300764	18.206248881572	60.8754298545875	43.3146824929777	31.8667487793995	0.690304146648757	79.7994162297438	25.2504279428502
Il101	-88.5350428023888	-64.9730778689467	-70.9946186072144	-44.0310111450531	-30.1299873864383	-87.6312247413152	-32.0714982934528	1.64444858147666	-66.0765027854655	-108.067894833518
Il14H	22.3062875362004	-32.1907107383569	7.97445962187272	-47.0240841786557	7.04737969140293	-29.714695739607	36.2555054890702	12.2607650601225	-29.9760214599563	-17.431422721465
Il677a	-161.367927707441	-180.586453235272	-183.444117105476	-132.444638901856	-146.451311558663	-182.945580240492	-170.841730849435	-169.527016863405	-194.044126976117	-180.276866057236
Ki11	-19.1365008266905	-0.311651047599597	-42.2114710970854	-34.3236075039821	-33.9088329520533	-32.280649260315	-87.6251624418699	-6.0029798415369	-28.4133738707557	-28.2909237267572
Ki2021	-0.629587753187103	-19.7282706757653	8.13966747478174	-9.47248064527109	-60.0160404178102	23.7800941902724	12.335565318591	-6.48124703785767	-38.5265247105963	10.7808366142852
M162W	-56.0024589093685	-3.41321382859901	-35.6740116371638	-8.04346597228538	-42.9243062900983	-2.79761096091054	-28.2020267576207	-36.6029359179479	-16.3348301437006	-48.3701351581692
MEF156-55-2	-34.3262714289337	-77.386699288191	-48.4445797378865	-44.8810807156011	-75.7148113573259	-70.3720066203265	-91.0085426714224	-60.5813658217906	-68.3595211740699	-93.251658225114
N6	5.64400502662007	29.0122134427636	2.17348694064428	-29.4411033107492	-18.8119551206646	23.5089044743337	21.7939006206124	-8.4869928013187	49.5021489422025	8.35319637150741
NC304	-120.892417959009	-125.306956879161	-71.9220984759065	-116.692082156757	-106.734593074055	-70.2692555190982	-83.2099297505982	-82.4685935113863	-137.025474436179	-93.8158178162096
P39	16.8434527704256	31.3829600376679	68.8087365193474	39.746890516554	18.4149574860952	-12.1705644579259	2.42952808502174	-13.6308780444716	50.7130210822258	1.89996768849336
R109B	-158.585730797775	-136.755971939976	-175.749170876927	-126.998499292261	-162.889271005406	-154.045477839538	-124.128634212729	-147.916377606081	-116.846726969796	-108.439545940006
Tzi10	-70.1466975379277	-72.8208320225949	-97.0856250635553	-104.314292093894	-20.3129339195263	-131.955733565687	-95.5760861896524	-67.0337381746639	-103.959234552858	-98.1066420995388
Tzi9	18.1122984155206	69.0997626781847	36.1572994341035	50.2350485152087	99.4675313955341	70.9521150479846	45.5145328721878	89.2212677882994	88.754869698979	128.254612713034
Va26	57.3431929503971	36.2041397862116	68.1353495341185	26.2624494228475	37.1726183243974	80.0218569161149	44.2061876429837	73.7214243275616	38.9245192854127	63.930013976544
W22_R-r:std	-66.8044350518759	-60.7104845404062	-56.157001060285	-47.8047188231962	-42.2477780090298	-16.4541303622606	-62.7372791432442	-59.2086169584655	-94.2492403921778	-19.9207375517724
