<Trait>	Heritability_0.9_Rep_1	Heritability_0.9_Rep_2	Heritability_0.9_Rep_3	Heritability_0.9_Rep_4	Heritability_0.9_Rep_5	Heritability_0.9_Rep_6	Heritability_0.9_Rep_7	Heritability_0.9_Rep_8	Heritability_0.9_Rep_9	Heritability_0.9_Rep_10
CML108	56.8398577391598	81.6612668843513	4.585864246965	45.6583480577939	30.2326420257756	95.320199905352	59.7838920765482	19.6535364987848	36.4539806386935	77.3745856871892
CML11	-68.7170132355747	-34.3065882044773	-84.1458166116938	-41.9773797989119	-68.0598051971891	-21.5294658359834	-14.8808065213054	-109.671532797017	-7.64462734499497	-15.3552541759765
CML154Q	-55.5889337014381	-10.7296609333264	-9.49542606974718	-44.9993687255391	-32.812309212315	-24.0544201546677	-15.9887376640184	-31.7039342597865	-43.4594137887403	27.4755132040863
CML157Q	-52.2711440985495	-24.9666528790752	-5.25697703359047	-51.5176188478609	-53.2967939440294	-40.0674290890661	-87.8130731011541	-70.0759646456206	4.41817466445105	-66.5171243951548
CML220	53.6394197122688	-1.17142290304529	37.8732589824326	17.6793977370592	41.639978215545	78.0793543694503	36.1310128161871	88.3130944424447	93.8492057556577	48.1286525298955
CML238	51.7790461738097	19.1756403332573	24.0303341096814	22.7627677705995	4.13479738371388	53.6499276009526	39.6339598893891	9.01110121304902	59.7218208084965	23.0829702352116
CML247	23.2655736844879	7.89989495080798	29.7994610983879	-8.28155913506901	29.20766987089	8.96812255834605	39.0570495445835	13.06702847714	26.2360194219904	-11.2180776324785
CML254	-88.0159436188342	-74.5369091993519	-132.735733762914	-95.9484878939151	-60.7241745808966	-107.427725684031	-85.0356203743564	-112.11530557822	-77.9838660794245	-106.388488406171
CML287	99.6444173421691	110.870955840473	59.8697396952674	119.852965068099	64.2979833792616	94.3154565744815	59.2239996095134	86.1527785544636	127.083399941735	77.1091038583384
CML311	-62.8020373795342	-24.8597953609239	-45.9506354386375	-55.9905946285959	-55.1733993748329	-57.3054772436435	-42.8689159952411	-99.3789649426722	-56.9611036935801	-26.4899337937472
CML314	13.1511938543614	49.0879272555523	59.130166708853	77.7035180831464	47.9127602057537	46.3618736675291	39.2166244560084	26.9140641423215	32.4130804802802	49.5884713637352
CML322	-52.451243239767	-87.7473775382322	-74.9027055366345	-108.518602707553	-124.991364293841	-100.337159076998	-71.4469450869919	-66.717423094062	-94.3837111202353	-102.997716951316
CML323	96.1499107784833	47.7849713607511	126.949504814321	46.6837486654621	68.1851194934195	82.7983658722038	96.9912427889661	77.9217020572087	68.8561420866335	67.4844485694688
CML332	44.3279892050435	7.61002574840945	-3.52122097136319	1.27537974764103	34.3793098322007	11.9002490777099	50.8490851904085	66.0039997945185	46.5595214216661	4.2105793512824
CML333	2.76374335285581	-47.7260472300202	-12.0908394402366	-54.5280843749592	2.18273079927673	-35.5002871219219	-37.1546163571905	-55.2207626233383	-36.0515903475024	-43.8888759559618
CML38	-52.1002024026216	-76.411724279064	-10.8453814495926	-82.0385190141143	-109.358080083179	-76.9409839099869	-89.6817045682127	-97.0484160995871	-130.890461677426	-63.1585765983562
CML52	45.0145164399246	41.6290519489475	14.5373488423959	1.07856590275518	-1.49692171952974	-32.251056767768	17.1429719126095	-23.81519080133	31.1876894429636	4.93253617747625
CML77	26.180155166624	38.9003238229899	-16.7561196754582	37.0491580538068	13.3068416749687	29.1482316197766	27.5518503561357	50.9035429316822	10.5484087717105	29.6925317087682
CML91	-18.1264800919994	23.6399022522743	65.6927207024025	20.4809121957464	48.5546545834328	26.750168143185	51.8498355724269	43.5256699923263	30.4196620604671	28.0806987446371
CML92	-33.7910738015814	-45.5028703037182	-4.86561832907488	-129.730742300656	-49.9896873392897	-48.7248950589504	-75.688959578625	-81.6310145526673	-92.0763115020941	-33.433350057069
CMV3	-81.390375185527	-26.7771164466163	-45.3950813084643	-38.4561041501821	-20.1414907757238	-83.6156939269449	-97.6773482608071	-60.941047064561	-44.1219684851458	-47.990476544539
CO106	8.34792083205084	-9.47448161652205	-14.1655075297667	3.39530517159439	16.0928892066878	-3.10027060614138	26.9920468271743	-22.8896696362932	-25.634528706139	-0.401417814755625
CO125	-32.9414432882396	52.773151714281	-57.814996326136	12.3602840108368	34.2574892067249	-18.5622493318265	-12.0280668284809	34.0425710119236	-23.3139177412862	3.28517425580493
CO255	-42.6546974616869	-26.2395655081534	18.4579700640731	-79.5041564485318	-26.0783137836809	-60.3877006851954	-16.9400648872601	-58.0002001774134	-18.5528996999626	-23.2441873545402
D940Y	21.8637798697398	32.1909190236111	3.37011167414144	41.9311055824441	41.4444844979547	19.984193902728	34.4426508419407	15.1174241758443	-25.566010195038	39.9757536625382
DE_2	63.0295442040053	27.4470473962541	76.9166542446543	109.541276633043	109.506564110103	109.014725991107	83.2385032658348	103.047233126982	72.1908979667491	81.2100726781794
DE_3	88.7590318590281	164.064359113413	111.882991877715	126.415086021304	147.43813383816	123.10165505895	143.938408239868	126.123780767426	86.8989652684573	124.838240044893
DE1	111.113610551777	114.73052769883	106.213883398109	127.250528049337	117.449855311006	96.3572704343635	119.390031941791	82.4583684038806	117.234936931618	111.457703810738
DE811	-98.5263013812368	-78.2452361624356	-97.8057397133288	-72.2068480564554	-92.2344202874944	-88.024732175505	-120.003665919389	-48.3270856170884	-50.7408080552468	-95.322403074117
E2558W	15.9051605212256	-40.7001319134728	-3.22662989556197	-10.4704617690915	-12.9167809092069	-11.9140562878992	12.6025009014401	-3.42952366210764	-26.472376924076	-12.8241969298227
EP1	-54.7553445849401	28.76282669022	-60.1752053264993	-33.2856313817621	-32.329738597175	-51.8101939105341	-40.1552302760764	-41.8567137636416	-5.13567043216512	-56.5508936602828
F2834T	46.2243812070084	42.2986533578202	59.9683684974814	70.302630152868	-2.34299672065048	27.001784791307	30.429057749359	18.855258002196	40.4770830935721	55.9179406004467
F44	-119.015742052608	-139.238249614837	-113.105076458434	-126.091234390945	-121.895880940928	-158.100293607055	-138.507547538463	-187.914735827519	-118.763576691018	-117.866934877467
F6	32.309639363783	81.7168621208682	54.3059163330713	73.8860652543566	47.070755543263	37.4728658294402	58.7287964753433	29.0029577946606	58.1346647880996	16.8181892521188
F7	151.078336861885	179.539360235213	169.559757942485	135.702253474643	164.140248112745	150.856011694161	95.6799604562061	131.621815101898	149.370905336224	167.754684562452
GA209	114.74518889744	47.5042447687808	108.284403480006	94.4456527175091	147.288887862831	138.320211187334	138.014522255201	113.053843540122	125.021451807739	95.3145658131269
GT112	44.8095471414887	62.8547529141484	14.8493763475042	75.2879347760892	-7.20971510573126	55.7896782780884	47.9171177219646	49.4349089857738	20.806664243651	67.3919551573743
H105W	10.2608530594921	-8.64512509994783	-18.2590123760202	-28.873872358249	-46.2972796850889	-14.8358005994536	-51.9343864563866	-25.7520981162247	-9.64898347704489	-8.53550938924454
H49	-29.1469821039047	26.5844454728724	0.0705978323986329	-27.6341793130976	-4.53438748333183	-66.5223779893259	-34.1214930333847	16.9322929590331	2.15793458639887	-40.8173501527699
H84	61.1837217656204	12.4413613148161	75.2138532967451	68.7081271914416	89.720390601332	43.6254354611182	79.3313996692976	47.2859965735458	21.0176423792078	21.7477781897367
H91	-45.5675700978559	-28.6745792967867	-60.8460069423379	-81.9245238621034	-49.8133350257429	-38.0421624938832	-57.9516885110633	-98.7676730098017	-65.2441721588972	-89.7100001024051
H95	-34.7800783799712	-47.985192397724	-38.5766493814679	-30.4213482459567	-49.3813190064678	-35.7816135789681	-7.71926459605029	-34.0014632970732	-62.5693703052064	-80.097121954647
H99	-15.814144225425	-67.0759124537428	-28.1058462984567	-5.67295579552125	10.9449633343891	-4.59897052629938	41.7534790334506	-46.2843906072688	9.65194970079066	-24.5631803542924
HI27	53.0187500287913	24.514133665257	84.4753107283269	14.7189527970302	54.882958694454	73.4113938331386	108.096638447385	80.0456201085051	17.8208819958591	45.5223018964475
HP301	62.3684063729562	46.1911903745251	8.4244170511049	37.4116759401388	65.9775651403364	-14.0339949911848	28.6699205892676	31.8772818364041	-6.95533184799041	-7.62493161437167
HY	-37.7558676738007	-6.0120986324209	-11.8192656694565	-16.1058613245278	-31.8591626988277	-1.52483945362529	32.832558250422	33.4564327797471	-9.69804299708061	-20.4806480867277
I137TN	17.1349237047299	45.5365909077695	64.5568384917767	54.5881351216824	68.9155052692061	38.7178095167401	48.9324750890845	16.6321169392178	90.8189960326503	51.8334701825036
I205	31.9764649280729	-7.74533816603184	12.1277653105886	7.7515368934218	40.3930747857149	-23.6656135386894	81.5472876579267	6.79289736607668	45.8814074042389	32.9508096418636
I-29	-44.1676952988465	-28.8080365643975	-26.2311663506255	-34.4801406698892	-40.5891387893454	11.1396985570736	-43.0461041175882	-41.1997755797875	-45.974135684731	-86.6890814077883
IDS28	-59.2277304407748	-14.5486058809551	-27.5890994907434	-0.208456083758652	-41.3731495445397	-31.0310979190155	-24.7296180371744	-78.2118121925952	-7.14464981548366	-17.6076723009456
IDS69	-45.3314483474916	-46.3233125367849	-16.2045472278078	-25.1062837720637	-74.1927789163915	-48.8579995379032	5.07278706446386	-45.5474559464987	-67.8546722761169	-47.562202078621
IDS91	94.0900668159444	86.4099882988312	63.5814489389713	55.5232532650866	45.6484865813318	39.5656621432532	60.1645522640799	89.9213733855026	48.7494841488293	58.4062452325761
K148	-156.710008777325	-146.415437789246	-207.636298667423	-162.404960381495	-189.539367533809	-169.875937323494	-166.8508865112	-216.707387949045	-158.846882716492	-159.439871199557
K4	116.408133707688	170.576452816673	119.808193293401	146.507081333685	115.74637267536	138.239191674301	180.462268132606	132.488393780596	87.4151851871604	115.453211066268
K55	66.0962078695196	77.9447102276371	138.72205234245	75.7681399438109	86.410140277522	84.6990817696992	126.293831281435	80.6389557891438	89.4813438529953	85.6033650605316
K64	52.5692038813156	15.7257312984919	34.2219098877904	-0.477410400008889	6.06310417522013	13.4030198140766	-14.3806465241876	4.9629926724224	-7.56665755285717	-17.7340766709661
KI14	-47.689713028682	-26.7542351853051	-4.99308712994991	-11.1661678825255	2.6529266980625	-26.9698131858404	-18.6994819047724	-37.4802912842745	-26.2452636250702	15.1826546411522
KI21	-6.05288477606459	-41.2422901846882	2.81692567617895	13.0418087256308	-15.7131714132222	-31.8491564450561	-4.87696149433113	-29.7433551962322	-32.35731169633	-9.67530583016116
KI3	-153.464240503519	-191.90021697527	-143.340367108242	-177.775604100422	-184.288686286832	-165.82238022119	-93.9538606642237	-176.722700876271	-139.618124691708	-160.859118368353
Ki43	-46.9900593430906	-6.50521991205974	-26.6502179578688	-23.3079652560477	-29.8360529350144	-0.724692330995623	-69.6664667531734	-70.757443688687	-69.5481207664672	-11.2366027678769
KI44	-11.6620952941716	-11.7749078658575	-17.7847912718476	-36.504997131359	6.45049535483884	-15.9178159713096	-3.86315626582206	-16.7026837769136	-58.9553099397852	-18.8023265839827
KY21	-23.7105021328463	18.1399437697215	-30.5408584636102	-36.3128082471613	-19.8606794912615	-7.50448247210066	-52.5468944750981	-6.37396031717618	-10.8574243282637	-28.0210664132871
KY226	-45.7646848607614	-52.1873116131069	-80.6823374834528	-37.9638855829333	-64.3679047403461	36.8612865294969	-48.0668529076053	-76.1079948307393	-48.7687750190223	-22.8766999926413
KY228	-196.462162907699	-176.480894713866	-209.201325433677	-184.859040826053	-185.192223588605	-152.997653850705	-190.765446352222	-197.661008993217	-194.985480918001	-189.761744551943
L317	11.0866068362069	22.9441291862336	-0.343217315424408	28.2466030934095	30.135185272513	45.1381428421917	31.7617320646295	-13.0030442583765	33.9767065145197	51.9185785326138
L578	41.7063202062323	26.708392083605	-28.5426509600003	-21.2223896858491	42.2497383259783	26.3973874104491	30.492276741797	9.95937335610625	13.7460048716219	-12.270418345264
M14	18.3604764493329	6.92971057954817	-2.08688433584458	-20.3609196334015	-27.8397535183577	-1.58256204625272	-8.99141057073388	11.7137611514972	-55.9866120723985	32.5333865097759
M37W	-33.1275929431017	-19.0741292559406	-22.3918176293651	-15.4101301602648	-36.8623653205999	25.5565980628694	-24.3603775895119	-18.8358916149868	32.5744056489696	-9.46019325147724
MO17	56.8658047688062	91.5150314723927	87.4286642841032	52.4438766260194	95.2463116852983	89.9691876099189	70.6229509120378	56.2683859014268	85.8705815396018	58.590869812768
MO18W	145.222343471212	127.923476103646	117.517110755167	97.8064424776474	126.467201455427	71.6957607018642	108.895611254132	75.1590201934949	93.9285805172665	122.787162342865
MO1W	-126.5916251125	-96.4656301582607	-105.683007322278	-152.672714973492	-165.592882038809	-146.953684940411	-120.386269568366	-163.433394623133	-147.373599295601	-125.740216111328
MO24W	-120.395101709476	-100.344376187952	-100.032454931017	-160.919381910386	-88.0136337095792	-112.675701218401	-116.047172911561	-84.3419422060766	-131.579860519714	-105.826334124711
MO44	108.432416710254	149.584220614628	145.205459722261	118.41599629681	133.256724402065	143.221792726828	155.111157069345	120.258689971969	162.904863098845	157.065380838395
MO45	-3.28571289898023	-20.0945259792969	-62.9759662095609	-41.2217448272051	-29.6813310182535	33.5804502540432	-63.4159947154295	-24.6346134676207	-5.85724578494516	-19.318928485593
MO46	34.5756131069335	-84.5859506015497	-28.0333578704146	-54.2856567129243	-32.9216236324378	-57.9485257649268	-54.6378836057263	-74.9138288254961	-54.77831272404	-61.031048430116
MO47	-94.5803400176601	-24.7576771140647	-58.0270914018646	-37.3800800849293	-46.1417056512235	-47.547626556363	-86.3888242711287	-22.2195754669807	-15.2217763230649	-47.5667500643853
MOG	49.9904689786437	73.0727403055539	7.9614710937403	54.8420864478161	33.053277506069	33.7368403146693	16.2445621145524	36.2924213794172	45.4844996220049	65.2940480153513
MP339	-20.6175548359971	-16.7473946054382	15.9600453892173	-18.7941017930208	-14.3538126703107	-71.8842742575142	5.42859226669793	-61.4870912546523	-23.3841083237758	-17.7163007228239
MS1334	-28.2928451727716	-62.6713982580922	23.3465224706831	-50.0006164848807	53.1928092182045	20.7898385248057	-25.0491487973411	39.597245302966	-41.936172764463	-4.30380879244916
MS153	-2.04953397792738	-17.6036113549917	-5.58802412558687	-14.1356814514294	-10.4122961697149	27.1820571958184	5.95614918434408	9.76397578070789	-12.1459023058075	-37.0151444153787
MS71	6.97185817906258	-5.10346097759737	42.8897100370938	-14.4164685649095	26.6530774090418	30.5851605067558	40.2746447829017	37.0423434421586	48.5506466425539	41.2722502130972
MT42	202.255796360379	148.522535259947	239.600887243367	248.357650474351	183.016222574182	213.125780442823	190.438710309901	166.170843349232	173.616989097044	178.983654912696
N192	56.4562475045937	88.1746082008096	72.4309131405732	46.5344830346032	94.8866258362026	2.22498837284339	73.4673103048649	24.9999952484944	58.4651472091054	17.4368992732155
N28HT	-37.4382661115209	-36.9783664985265	-9.00641950624643	-23.2516549429755	-37.0877451012171	-18.0258507911852	-37.5728892830625	-8.47052393171655	-15.431830144157	-56.2986176903885
N7A	1.20258305280524	38.142863271631	-3.82820814791846	21.4923557895524	-4.97885037200597	5.8670487076226	23.2702564816767	15.1091905339048	-0.76262706183686	24.3413747503951
NC222	59.7154280223599	76.0688494846957	69.7467849727834	58.9361121152285	94.0197546343503	88.0800610898746	100.694290154422	62.5774934085862	60.451123426272	68.4902115209099
NC230	28.4854383967605	40.1133061681121	60.274344317427	42.7261703275844	-10.4424143682861	51.8251163915706	74.0748027426465	22.2202265237091	47.9077095718726	31.8271691924179
NC232	-14.2776708593064	24.8100726445996	66.2627374279664	64.4163476536918	19.2173866093	31.7010188476401	12.3826890066256	15.2979910450906	23.6131876951041	-4.12873632843191
NC236	-85.0617914058952	-98.6698647072645	-44.9328271707904	-108.866652783894	-83.222742125554	-71.5432657532427	-80.9757600977526	-96.8601520972349	-62.6467557081113	-69.3591822960472
NC238	-10.454363383002	-25.1440852695387	-66.7412682718091	3.55565568429291	-28.7506240775674	-37.7269692904964	-37.5921343884002	-46.0645756202904	-35.5376096167175	-32.5268238256814
NC250	79.4035609882026	95.3988961094989	100.354825286307	47.1189489894795	86.1022800158258	84.1469157500211	104.548839012683	84.7217333628556	70.0138609463397	84.0872810843123
NC258	45.642399733623	57.1650854816503	74.8496490380337	61.2533795060516	55.2527640118648	78.8159506270293	29.459649321517	88.0965065154052	85.9040239151671	14.4182570206224
NC260	221.601484824467	239.923058099323	215.236836888063	270.475983898853	230.223663640558	253.461472273369	210.713517977012	252.546956543106	205.291168389718	247.356246533984
NC262	58.0149808513202	65.6343480397677	51.0219964192897	93.028018247257	44.1512460822804	61.8726965461709	132.187993008591	103.561627979364	84.5964592323618	86.0122736368542
