<Trait>	Heritability_0.9_Rep_1
X2875091	105.763028990195
X2875092	119.368227707383
X2875093	5.27682544996905
X2875094	120.389751864446
X2875095	63.863841190721
X2875096	41.8217449836801
X2875097	-19.3162562013768
X2875098	70.9784459575721
X2875099	55.6750801916074
X2875100	25.9764938018553
X2875101	66.6863691532048
X2875102	-4.18952332139554
X2875103	34.2620482095972
X2875104	123.21039658744
X2875105	94.4530487938088
X2875106	18.9125716405938
X2875107	101.672375838287
X2875108	2.25987061649236
X2875109	109.314389664336
X2875110	-10.5721689513235
X2875111	32.109225782205
X2875112	-88.9693929655206
X2875113	-20.9567058065554
X2875114	3.98973474392401
X2875115	-9.73656782102907
X2875116	-12.836130513225
X2875117	-84.5221526509837
X2875118	45.9109718166805
X2875119	-1.08871869946546
X2875120	-63.33751032634
X2875121	-28.7963304780487
X2875122	-71.9198497489556
X2875123	-65.4065827398364
X2875124	-111.070221565446
X2875125	-19.9966236855072
X2875126	-50.9116637074268
X2875127	-39.0584003202671
X2875128	4.13720087926433
X2875129	-47.7328028074546
X2875130	-32.7220152444273
X2875131	94.2258375020393
X2875132	-10.1004784971807
X2875133	65.7745801633838
X2875134	96.9561177451885
X2875135	94.3438794675181
X2875136	37.1727861826454
X2875137	7.26922407969436
X2875138	114.878810715921
X2875139	26.625655685352
X2875140	88.9158728999491
X2875141	57.2174370083066
X2875142	27.1860200609144
X2875143	75.7703402757997
X2875144	40.7631154606376
X2875145	4.30057040056129
X2875146	39.0270740513644
X2875147	71.5156180157881
X2875148	-0.498659388982475
X2875149	58.3456104821554
X2875150	73.8759295617952
X2875151	52.3031016085227
X2875152	95.5839596969549
X2875153	8.34896722371336
X2875154	20.2541751541663
X2875155	75.2764723919048
X2875156	26.7609826488987
X2875157	72.1155458434549
X2875158	47.6210051955423
X2875159	79.6810424633645
X2875160	24.3605013932246
X2875161	-4.25776891777478
X2875162	26.4012208353428
X2875163	68.5186908542119
X2875164	91.1133834374153
X2875165	-8.49845555153032
X2875166	43.851890552611
X2875167	15.961276777743
X2875168	-105.159095688757
X2875169	38.2530998973241
X2875170	18.4193133279916
X2875171	-52.2773172648729
X2875172	-39.0667243317154
X2875173	6.73018273503948
X2875174	19.0574763692079
X2875175	-25.3518156919597
X2875176	-42.9252044291688
X2875177	-42.1251382236874
X2875178	-56.8927682195184
X2875179	-57.4205981672402
X2875180	-49.0320380914611
X2875181	-22.5424370233848
X2875182	-60.9184306239668
X2875183	-45.1230828340252
X2875184	42.7731415291932
X2875185	-91.1156764354923
X2875186	46.5408244625169
X2875187	12.1285511656802
X2875188	18.2112134825818
X2875189	-75.3679612404271
X2875190	-67.3498220928831
X2875191	-69.7687124270362
X2875192	-67.5154333641763
X2875193	14.5539093170304
X2875194	3.46376134261632
X2875195	-21.3298025158309
X2875196	-114.217627770952
X2875197	9.97588012070776
X2875198	-110.537447813965
X2875199	-6.46066166453591
X2875200	-38.6404720258891
X2875201	-53.6269820250977
X2875202	-55.1571033828434
X2875203	-91.505679214241
X2875204	-31.2520589490509
X2875205	-14.31233827226
X2875206	-73.2714859970067
X2875207	-53.8233774572771
X2875208	-81.7462386162183
X2875209	-44.9234874301521
X2875210	-83.9741877649031
X2875211	-58.8273943565764
