<Trait>	Trait_1_H2_1	Trait_2_H2_1	Trait_3_H2_1	Trait_4_H2_1	Rep
X2923311	-0.349547902949699	0.665316195372862	0.508051430551942	-1.52291552887447	1
X2923312	-2.51344017868411	0.440725389163332	-5.40818917779678	2.45402360994936	1
X2923313	-4.10571692418039	0.440725389163332	-5.63412439297545	1.08768207963168	1
X2923314	-3.85205645325255	-1.87241804124488	-1.60826150845658	-0.371376903551072	1
X2923315	-5.17520793620354	-3.22998328725689	5.45139929231337	-7.39662394126006	1
X2923316	26.999567438047	-2.49014198980867	26.4141082486403	3.0756011792154	1
X2923317	0.869891311887598	0.665316195372862	0.170533490875637	0.0340416256390967	1
X2923318	-26.3425819372232	-1.73092964077239	-21.7799818767167	-2.83167041973415	1
X2923319	1.22012079645145	2.40096096662649	-7.16300293776731	5.98216276759235	1
X2923320	12.0115021058301	-2.88325246995397	23.4217283050308	-8.52697372924674	1
X2923321	1.0279746400428	-2.88325246995397	9.1893123347907	-5.27808522479397	1
X2923322	-0.0307336860985004	0.941901900714487	3.96078582276402	-4.93342140957707	1
X2923323	1.57384140900519	0.440725389163332	7.96456800009381	-6.83145198025193	1
X2923324	9.17042400807101	-2.99217725892053	15.4427159182236	-3.28011465123199	1
X2923325	-1.81269622536664	-0.288307221299443	1.81045860052479	-3.334847604592	1
X2923326	2.76182658963111	-0.554208041544424	0.318269411595407	2.99776521958017	1
X2923327	-2.89178446798519	-2.14973973841718	-0.637828737890724	-0.104215991677298	1
X2923328	-21.7863886770406	0.152356336132777	-26.2093861585244	4.27064114535107	1
X2923329	-11.9896463704486	-2.77432768098742	-4.28034180566656	-4.93497688379465	1
X2923330	35.181549039221	1.90946432083367	30.092304937417	3.17977978097034	1
X2923331	-6.41702688619133	1.90946432083367	-8.8811639970975	0.55467279007246	1
X2923332	-25.157176908873	-2.77432768098742	-22.0465421539684	-0.336307073917151	1
X2923333	-8.01700716067023	0.152356336132777	-5.22171036568512	-2.94765313111789	1
X2923334	-9.07989630680009	-1.7445375014524	-7.40017878032742	0.0648199749797476	1
X2923335	7.7180626303366	-2.96563985538227	14.6540658494391	-3.97036336372029	1
X2923336	-25.9164056553753	-0.380772119095332	-20.2990944867777	-5.23653904950234	1
X2923337	10.4827028013046	1.90946432083367	4.96591050640864	3.60732797406233	1
X2923338	-3.65635647591773	-0.145873566437144	-11.7602544104976	8.24977150101701	1
X2923339	9.40026875957517	2.6544283974338	1.02114454139513	5.72469582074626	1
X2923340	-8.89378160660922	1.80361212262542	-15.1441461233957	4.44675239416107	1
X2923341	-2.62718182735083	1.62330224443644	-2.01054909564325	-2.23993497614398	1
X2923342	-5.62170032284253	-1.27376186540342	-4.7738299940788	0.425891536639671	1
X2923343	11.3072210719161	1.62330224443644	2.37167407574061	7.31224475173903	1
X2923344	-19.518022134916	0.75281338590721	-17.8886485854492	-2.38218693537403	1
X2923345	-3.90495946558376	3.07904035325297	-7.13320927066551	0.149209451828771	1
X2923346	-16.3886400736483	-1.79736462878767	-17.2695779333169	2.67830248845631	1
X2923347	-26.8289610784716	1.62330224443644	-34.1672636726435	5.71500034973538	1
X2923348	-11.9765863556607	1.62330224443644	-7.55499177663825	-6.04489682345887	1
X2923349	-10.2180461375256	-1.95998830381499	0.521262527637704	-8.77932036134827	1
X2923350	-16.253484476008	0.75281338590721	-15.5144494871373	-1.49184837477784	1
X2923351	-19.6879236840237	2.07717521756047	-17.333439273347	-4.43165962823714	1
X2923352	-10.4913692063767	3.07904035325297	-14.8551849305774	1.28477537094772	1
X2923353	3.52959563131154	3.76470324828064	-2.40370724040528	2.1685996234362	1
X2923354	-17.7049582478088	-0.825696136149588	-17.6312301810955	0.751968069436271	1
X2923355	-16.6497728881567	-1.08958968407079	-18.2036646952892	2.64348149120337	1
X2923356	11.6010568237083	1.62330224443644	8.48784966329049	1.48990491598136	1
X2923357	-3.710188271834	-0.554208041544424	5.7345266739388	-8.89050690422836	1
X2923358	1.873336893841	-1.79736462878767	-2.17876604993881	5.84946757256751	1
X2923359	-12.4266288665555	1.80361212262542	-25.6040405316042	11.3737995424233	1
X2923360	-8.27861773171442	-0.421257631421933	-11.2979946813592	3.44063458106672	1
X2923361	-14.7183913981651	-0.825696136149588	-11.7850017185397	-2.10769354347581	1
X2923362	6.97047103990258	2.11673255388929	2.58455282672819	2.2691856592851	1
X2923363	4.96039945545149	3.07904035325297	-4.27762036523182	6.15897946743031	1
X2923364	6.21181247654159	1.62330224443644	-10.1753533450642	14.7638635771694	1
X2923365	-0.786550307643799	1.62330224443644	-9.96749677311892	7.55764422103865	1
X2923366	-2.84999324562528	-1.60475164856811	0.617190006355786	-1.86243160341295	1
X2923367	-19.3970156053752	-1.95998830381499	-17.3885493767886	-0.0484779247716545	1
X2923368	-11.0714394018904	1.62330224443644	-16.7448862641049	4.05014461777804	1
X2923369	-16.9258697617258	-1.60475164856811	-10.3451506198979	-4.97596749325972	1
X2923370	16.015062690848	1.80361212262542	14.3547383339568	-0.143287765734176	1
X2923371	11.1187255913673	4.2361113370442	0.22791426892326	6.65469998539983	1
X2923372	-3.31524572002431	1.03223158070283	-7.8342872766019	3.48680997587476	1
X2923373	6.15282961406695	0.729094442193887	-3.52169731899752	8.94543249087056	1
X2923374	-0.409469557824983	0.488718721576252	-10.15419703844	9.25600875903873	1
X2923375	-4.39232369425753	2.39116111412385	1.39625583710974	-8.17974064549113	1
X2923376	-6.6386067910196	5.17782062696303	-12.0369646772149	0.220537259232221	1
X2923377	7.36295417391565	5.17782062696303	-1.43906445738524	3.62419800433787	1
X2923378	-11.313260918242	3.72103660069604	-19.8309724884697	4.79667496953173	1
X2923379	-10.2040451896125	3.42791579236996	-22.1692360091142	8.53727502713178	1
X2923380	6.91192265198796	1.03223158070283	2.05088531278679	3.82880575849838	1
X2923381	-4.9831466889865	-0.421257631421933	-2.57425013421554	-1.98763892334902	1
X2923382	3.61209178109338	5.17782062696303	-3.16915348017293	1.60342463430328	1
X2923383	1.36311892845953	3.44925768066509	1.32098437341319	-3.40712312561874	1
X2923384	-5.98508808089202	3.76470324828064	-15.1236600084992	5.37386867932653	1
X2923385	-4.49422945177961	2.91771227653262	-1.87969724478269	-5.53224448352949	1
X2923386	24.4738426078127	3.44925768066509	21.8634443257029	-0.838859398555294	1
X2923387	10.4595552019243	3.75140758932027	4.56229001868892	2.14585759391511	1
X2923388	8.59833352247691	0.440725389163332	6.07070385195727	2.08690428135631	1
X2923389	-10.0583153791516	2.91771227653262	-11.5932644025559	-1.38276325312829	1
X2923390	3.68875499494444	0.440725389163332	-1.51952425797758	4.76755386375869	1
X2923391	0.467332509780777	0.75281338590721	3.46427878848296	-3.7497596646094	1
X2923392	7.12996838635001	-1.79736462878767	8.85888581943708	0.0684471957005861	1
X2923393	9.03681018101683	1.88094100249764	-2.16838510086041	9.32425427937959	1
X2923394	12.5194783962987	1.62330224443644	-5.05460764644578	15.950783798308	1
X2923395	-3.79629479683722	1.2736038097177	-3.30528561261204	-1.76461299394286	1
X2923396	-1.22402391910124	-1.60475164856811	-0.204915173181684	0.585642902648581	1
X2923397	1.42791253574805	0.75281338590721	-4.52523898494873	5.2003381347895	1
X2923398	20.3867850702475	1.62330224443644	11.8097738930426	6.95370893276843	1
X2923399	3.27176700127558	-0.825696136149588	2.3568515409383	1.74061159648687	1
X2923400	13.3111911828731	3.07904035325297	4.93653697817651	5.29561385144357	1
X2923401	1.08566479747127	-1.46079301598271	-0.492841311550478	3.03929912500442	1
X2923402	15.3153689658706	1.80361212262542	2.76645838691518	10.74529845633	1
X2923403	-8.6138348212103	-1.95998830381499	-7.72464473599357	1.0707982185983	1
X2923404	-7.99503542503948	2.13410030306083	-15.2183586221005	5.08922289400026	1
X2923405	-14.8388408008279	-0.626446035551466	-25.7718560635414	11.559461298265	1
X2923406	2.95483981854056	1.62330224443644	-18.8961300198523	20.2276675939565	1
X2923407	-0.202429069337184	2.07717521756047	-10.5458826296319	8.26627834273423	1
X2923408	27.4452856583225	1.85722377229342	20.0859016896683	5.50216019636071	1
X2923409	1.77446356331033	1.44108607614107	-2.02647842998319	2.35985591715247	1
X2923410	-4.61817755148788	2.38746802441302	3.75675497928264	-10.7624005551836	1
X2923411	10.6925190958388	-0.187518843910607	7.89981766519171	2.98022027455769	1
X2923412	-3.14850745984378	-2.31522495906186	19.3701230832915	-20.2034055840735	1
X2923413	-2.34317851513107	0.299770866723666	10.3601504989798	-13.0030998808346	1
X2923414	-17.6955923585231	-1.46079301598271	-7.45948264546672	-8.77531669707372	1
X2923415	8.32310013219058	0.75281338590721	17.9377102060616	-10.3674234597782	1
X2923416	5.10154213666702	1.2736038097177	7.74075636785315	-3.91281804090386	1
X2923417	-28.0772596308112	-1.78441716355835	-16.0869555243985	-10.2058869428544	1
X2923418	5.70749365231918	0.76211979772841	10.8052214138278	-5.85984755923696	1
X2923419	11.7227163176046	-1.46079301598271	19.7927147909247	-6.6092054573374	1
X2923420	-11.8616188368669	1.30525672200507	-4.04520304596932	-9.12167251290262	1
X2923421	-27.0936858938669	-1.95998830381499	-7.8476780109714	-17.2860195790805	1
X2923422	-12.9602390893127	-1.12422140317775	-4.40753134219837	-7.42848634393661	1
X2923423	-18.3201845166202	-2.31522495906186	-2.40076079168864	-13.6041987658697	1
X2923424	-35.1050715215606	0.75281338590721	-27.1506985845579	-8.70718632290991	1
X2923425	4.23496269319145	1.85722377229342	10.9125666341529	-8.53482771325491	1
X2923426	-12.0308092801078	-1.79736462878767	-11.8729386356826	1.63949398436257	1
X2923427	-9.78182993103234	1.62330224443644	-17.3045203991568	5.89938822368806	1
X2923428	7.12816681436786	1.62330224443644	-5.55355187219154	11.0584164421229	1
X2923429	-5.68913685125867	3.07904035325297	-8.0893483061763	-0.678828898335316	1
X2923430	18.1914040992276	1.62330224443644	14.5067602782077	2.06134157658342	1
X2923431	10.8506803365023	-0.825696136149588	13.3512333806551	-1.67485690800316	1
X2923432	13.1081608692781	3.07904035325297	8.59487220469174	1.43424831133344	1
X2923433	-21.9096874848919	-0.421257631421933	-24.3260394720572	2.83760961858727	1
X2923434	17.9758800541034	3.07904035325297	9.76538692161248	5.13145277923779	1
X2923435	-9.70443174640863	-0.626446035551466	-15.8934520329758	6.8154663221187	1
X2923436	-22.8930000163142	-1.60475164856811	-15.9674896256379	-5.3207587421082	1
X2923437	-5.55659784502088	-1.60475164856811	-6.66930983600383	2.71746363955104	1
X2923438	2.80802447032231	-0.697308206129153	-3.35526134710865	6.86059402356014	1
X2923439	1.1299192473845	-1.27376186540342	-1.94287880130596	4.34655991409395	1
X2923440	28.5364163129219	3.07904035325297	21.0042158132034	4.45316014646546	1
X2923441	-29.7369275098759	5.82086279185655	-37.0932918553751	1.53550155364269	1
X2923442	-2.96676568039228	3.93688120265054	-8.64377068754853	1.74012380450572	1
X2923443	28.8166738359911	3.58494638666575	15.8903254267062	9.34140202261919	1
X2923444	-18.738505333813	2.38544665430188	-32.0523538319034	10.9284018437885	1
X2923445	-4.30691312967252	2.15521264373008	-10.3655055877959	3.90337981439327	1
X2923446	-21.025185216301	5.17782062696303	-26.5020843794426	0.299078536178607	1
X2923447	-19.914486838696	3.76470324828064	-29.3538147017418	5.67462461476515	1
X2923448	-8.27225061594688	5.82086279185655	-20.3582967278929	6.26518332008962	1
X2923449	3.64332147112567	0.941901900714487	11.165007944613	-8.46358837420182	1
X2923450	10.0901905890848	2.7245004960769	7.56535146459073	-0.199661371582865	1
X2923451	-24.2149321502258	5.17782062696303	-31.0747186884385	1.68196591124967	1
X2923452	-12.4242155021049	2.15521264373008	-18.7349022642312	4.15547411839632	1
X2923453	-33.6916631432649	0.440725389163332	-41.9754437851754	7.84305525274714	1
X2923454	10.6175893507093	0.665316195372862	5.40658707251494	4.54568608282155	1
X2923455	6.90077484752302	5.82086279185655	-4.75145836069541	5.83137041636192	1
X2923456	-10.3263839943501	0.440725389163332	-4.70059318520894	-6.06651619830454	1
X2923457	8.16991918789425	-0.22636419502173	13.8494164015121	-5.45313301859607	1
X2923458	6.45226083185951	3.50524467224218	4.42368334326951	-1.47666718365215	1
X2923459	16.4970547090252	1.03223158070283	19.2494233124285	-3.78460018410602	1
X2923460	24.2677732251927	2.55354576981076	12.7813816494267	8.93284580595524	1
X2923461	33.3185981114158	5.34039850081178	23.3585150672183	4.61968454338571	1
X2923462	7.22992994390333	3.76470324828064	7.40276384802993	-3.93753715240719	1
X2923463	1.37075311090129	5.17782062696303	-3.35141616047062	-0.45565135559114	1
X2923464	3.24213973831026	0.665316195372862	6.77244026739356	-4.19561672445615	1
X2923465	11.2193217864853	5.17782062696303	8.57421123755551	-2.53271007803321	1
X2923466	9.36087072197128	3.76470324828064	1.61288687473993	3.98328059895074	1
X2923467	12.2843744564535	3.76470324828064	4.08764368802916	4.43202752014367	1
X2923468	1.70886874373694	2.15521264373008	2.81671080881046	-3.26305470880364	1
X2923469	1.90975303844507	-0.187518843910607	-0.189794489835942	2.28706637219161	1
X2923470	18.7847279989078	0.440725389163332	24.4630542727991	-6.11905166305455	1
X2923471	10.0277396953363	0.665316195372862	9.98674935469457	-0.624325854731113	1
X2923472	-1.2731134743194	2.91771227653262	0.358240268838512	-4.54906601969056	1
X2923473	9.11734552556365	5.17782062696303	1.0276783730617	2.91184652553895	1
X2923474	-6.19646056323754	-0.187518843910607	-12.3034615398475	6.29451982052056	1
X2923475	15.5074030836821	-2.96537716751939	12.2610283795575	6.21175187164399	1
X2923476	30.4204748574135	-3.15678418887101	27.4088061447795	6.16845290150511	1
X2923477	17.1778252780269	-0.05577916134403	10.2159013790226	7.01770306034833	1
X2923478	4.38946291728052	-0.879327111962438	-1.22353071121892	6.49232074046184	1
X2923479	12.174016011861	-0.187518843910607	9.96380650779573	2.39772834797588	1
X2923480	28.337343767618	-0.145873566437144	15.9475124669285	12.5357048671266	1
X2923481	16.8585540711375	-0.347207823975981	8.85849773829168	8.3472641568218	1
X2923482	21.8075636571197	-1.76767534218373	20.3742952835294	3.20094371577402	1
X2923483	-1.51041534276234	-2.73876499119872	4.34610123020374	-3.11775158176738	1
X2923484	-1.51972168865036	0.235206179731813	-5.96655679339617	4.211628925014	1
X2923485	15.622433794136	-0.145873566437144	8.75213306377536	7.01617429679777	1
X2923486	35.94165642185	-2.72099155066014	28.5032778847718	10.1593700877383	1
X2923487	38.9608872602723	0.8727167749761	19.5460218119577	18.5421486733384	1
X2923488	12.7047989833759	-0.145873566437144	3.2416196509645	9.60905289884854	1
X2923489	14.9137597716461	-0.0653829378525591	7.42528331385531	7.55385939564332	1
X2923490	20.8124794077116	-0.05577916134403	14.9148620347658	5.95339653428987	1
X2923491	3.11645661544459	-2.4917702417105	3.11975033261722	2.48847652453787	1
X2923492	20.1870227501779	0.8727167749761	10.1028758436946	9.21143013150713	1
X2923493	13.7230988643049	-0.145873566437144	7.36067206428277	6.50830036645927	1
X2923494	14.1526785677525	0.628179179635603	5.12386985640103	8.40062953171584	1
X2923495	-13.3399493873244	-1.2832406520072	-1.66828665221521	-10.388422083102	1
X2923496	10.9214384580385	-0.421257631421933	16.5087197112126	-5.16602362175217	1
X2923497	8.84296997833728	-0.421257631421933	7.79446749812224	1.46976011163695	1
X2923498	-13.7849552320598	-0.396538947555164	-11.9113041218275	-1.4771121626771	1
X2923499	-9.34136872281659	1.38505840975694	-4.84898201201582	-5.87744512055775	1
X2923500	-6.75160200710753	2.39116111412385	-9.99013931484172	0.847376193610341	1
X2923501	-15.9079490297146	2.38746802441302	-16.7380073822674	-1.5574096718602	1
X2923502	-23.5628667915544	2.38746802441302	-28.7182677465957	2.76793293062826	1
X2923503	-4.18701543415342	1.29294263455269	-1.99235148933013	-3.48760657937603	1
X2923504	-18.4334354078148	-0.155021547738941	-17.9672447137951	-0.311169146280776	1
X2923505	1.93954887207786	2.38746802441302	-1.32824654117508	0.880327388839897	1
X2923506	-25.2220382859821	2.38746802441302	-35.6256710645632	8.01616475416802	1
X2923507	3.11363504436395	-0.421257631421933	4.01612755276756	-0.48123487698168	1
X2923508	-13.5742330551946	-1.2832406520072	-1.78211787973957	-10.5088745234478	1
X2923509	9.44982643259475	2.38746802441302	0.747890098277751	6.31446830990405	1
X2923510	-17.0024277817441	-0.421257631421933	-9.24863389729408	-7.33253625302809	1
X2923511	-18.0518728762105	2.50270184051263	-22.8516455996029	2.29707088287991	1
X2923512	-1.45068661089022	2.50270184051263	-0.368064401711329	-3.58532404969153	1
X2923513	5.56016605103555	-1.2832406520072	13.3757628214703	-6.5323561184276	1
X2923514	-16.5664929715846	2.91771227653262	-16.8440622018347	-2.6401430462825	1
X2923515	5.21540363545219	-2.31522495906186	20.6940914311091	-13.163462836595	1
X2923516	10.0383662566677	-1.95998830381499	18.2528803379636	-6.25452577748078	1
X2923517	7.17784816527834	1.30405076313714	-0.424236640487576	6.29803404262876	1
X2923518	-12.5005751341607	0.75281338590721	-13.2708883832842	0.0174998632163612	1
X2923519	1.65210020429034	0.75281338590721	-2.5660270921892	3.46531391057237	1
X2923520	17.4197652907627	2.50270184051263	16.2399438725022	-1.32288042225216	1
X2923521	-2.12715297984268	-1.95998830381499	5.80919725605455	-5.97636193208221	1
X2923522	-16.6728309523614	1.85722377229342	-15.0738726964059	-3.45618202824897	1
X2923523	9.7561459189014	-1.139287513923	13.9408495300294	-3.045416097205	1
X2923524	13.3036508224185	1.55983507313348	12.0451769960349	-0.301361246749876	1
X2923525	-18.7195496924447	-1.09545605623294	-21.4365486759274	3.81245503971567	1
X2923526	-10.8327062935739	0.75281338590721	-11.511470126983	-0.0740495524980944	1
X2923527	-1.38069603472103	1.33521583409122	1.88935896187187	-4.60527083068415	1
X2923528	6.65592872291574	0.635407191333867	8.72767394280791	-2.70715241122597	1
X2923529	12.090223895656	1.85722377229342	9.40333201281109	0.82966811055149	1
X2923530	16.7501175009871	1.85722377229342	15.1066377485714	-0.213744019877824	1
X2923531	2.51362764183822	-0.978188369474336	7.77144781752353	-4.279631806211	1
X2923532	15.9854367878714	-3.58383174985107	29.1804992061541	-9.61123066843165	1
X2923533	2.30269507060899	-1.95998830381499	18.3343893103058	-14.0717059358818	1
X2923534	5.77526353873071	-2.96563985538227	20.8951880738821	-12.1542846797691	1
X2923535	4.33548130808504	-0.244734823949042	6.09051345986956	-1.51029732783547	1
X2923536	7.49961536779314	-0.554208041544424	21.0093726270335	-12.9555492176959	1
X2923537	-4.73411109402917	-1.78441716355835	7.61680428207129	-10.5664982125421	1
X2923538	15.3633458557658	-0.155021547738941	15.7879307498014	-0.269563346296651	1
X2923539	-0.198824587973069	-3.73040943904313	11.164383052317	-7.63279820124694	1
X2923540	13.3734964026487	-3.58383174985107	29.1443754048599	-12.18704725236	1
X2923541	-17.4313217788092	-1.95998830381499	1.4480544241559	-16.9193878991502	1
X2923542	12.7688718994525	-4.89451269527766	19.6241850271596	-1.96080043242945	1
X2923543	-26.5778078591014	-1.95998830381499	-14.313526130343	-10.3042934249435	1
X2923544	-6.768090005749	-1.31629686425769	2.89815699584834	-8.34995013733966	1
X2923545	0.912814159411893	-1.26077241922162	13.0512328502352	-10.8776462716016	1
X2923546	-2.91714952147663	-4.67278999353719	2.58039310906949	-0.824752637008913	1
X2923547	-0.926980228271635	-4.67278999353719	17.1548271147232	-13.4090173494577	1
X2923548	-7.7783303020694	-1.95998830381499	1.81064552908819	-7.62898752734267	1
X2923549	-7.92003885378597	-0.554208041544424	1.56115628934513	-8.92698710158666	1
X2923550	-3.84066877653247	-1.95998830381499	7.20398991609121	-9.08467038880873	1
X2923551	-23.1703595552324	-1.78441716355835	-9.5030271879846	-11.8829152036895	1
X2923552	-2.12899596366505	-0.187518843910607	-2.04347187872647	0.101994758972029	1
X2923553	-14.1859080618857	-3.59213626895622	-5.19046752494322	-5.40330426798618	1
X2923554	6.93349086706566	-0.353882951247238	8.17675277738999	-0.889378959077072	1
X2923555	15.4176671264737	-0.825696136149588	15.0780398395702	1.16532342305304	1
X2923556	-8.14775516207499	-3.59213626895622	-2.72556797877865	-1.83005091434013	1
X2923557	-30.0446161092564	-0.825696136149588	-31.3944226666419	2.17550269353505	1
X2923558	-11.110321479638	-2.49014198980867	-11.9670533027677	3.34687381293835	1
X2923559	-9.18419782845048	-0.380772119095332	-10.7247640762088	1.92133836685365	1
X2923560	-17.4559919732398	-0.0466406237310614	-17.3197489087992	-0.0896024407095699	1
X2923561	-3.68208039393308	0.665316195372862	-10.7397171915358	6.39232060222978	1
X2923562	-10.481326374916	-2.59601341575962	-10.0573946492739	2.17208169011749	1
X2923563	-8.73376889458208	-3.58383174985107	-3.84320828621746	-1.30672885851358	1
X2923564	-12.0816881285503	-3.78549257536001	-7.95658024421441	-0.339615308975872	1
X2923565	-13.5423427754099	-1.66692491174776	-16.3036123120584	4.42819444839623	1
X2923566	6.15989371368787	-2.73817960914735	9.58413719338548	-0.686063870550223	1
X2923567	7.68936339563553	3.23301157068095	-0.726136834407417	5.18248865936199	1
X2923568	7.36787916997319	3.26368697201692	-0.38601963316728	4.49021183112355	1
X2923569	6.60560689555417	-0.229164121384069	4.46953136540332	2.36523965153494	1
X2923570	-20.1856562419908	0.45093993147981	-26.7565117112017	6.11991553773108	1
X2923571	-8.27244712933308	2.23808770164735	-21.8323788049805	11.321843974	1
X2923572	-14.3949411597149	-0.498614154772365	-14.9344731357399	1.03814613079729	1
X2923573	-4.65350355343955	3.26368697201692	-9.14452553837582	1.22733501291933	1
X2923574	6.69972311514316	-0.244734823949042	9.55185140397936	-2.60739346488715	1
X2923575	9.26658917793898	2.50270184051263	2.8919106625097	3.87197667491666	1
X2923576	20.7325714980682	2.61793565661224	10.5114425433798	7.60319329807609	1
X2923577	1.94735430004403	0.817620183439607	-0.434858701383633	1.56459281798805	1
X2923578	17.2682517587745	-0.187518843910607	17.6411189139217	-0.185348311236535	1
X2923579	15.3924192260588	-0.244734823949042	15.8081443207178	-0.170990270709946	1
X2923580	-11.1730775744072	-4.58223325513044	1.35243477607252	-7.94327909534925	1
X2923581	6.37719649138495	-3.78549257536001	14.0734783445714	-3.91078927782652	1
X2923582	5.17335313489745	-1.07552509640757	2.41878483806379	3.83009339324125	1
X2923583	-26.3212004069935	-1.60475164856811	-24.3938373173521	-0.322611441073294	1
X2923584	-12.4096325958986	-4.25635458570206	-10.0418544434328	1.88857643323622	1
X2923585	-0.760222736458055	-1.60475164856811	1.93576515500886	-1.09123624289873	1
X2923586	-21.8242215475834	-1.27376186540342	-12.2446567326273	-8.3058029495526	1
X2923587	-18.8314161618065	-1.60475164856811	-18.0211664051648	0.794501891926332	1
X2923588	10.1803457575186	-2.77397014616777	7.37605768384892	5.57825821983753	1
