<Trait>	Trait_1_H2_0.9	Trait_2_H2_0.9	Trait_3_H2_0.9	Trait_4_H2_0.9	Rep
X2470575	-21.287235036215	0.324954973327799	-34.6048854759933	-14.3273894474465	1
X2456558	31.9936350314568	-0.225813544614263	36.8227100297707	0.687083278038167	1
X2455983	-47.6073711771884	-1.73662592429382	-24.8967420409738	-15.4294461726354	1
X2487673	-20.3367860466685	0.330376140852071	-19.0493261160783	-8.88213993698245	1
X2486331	23.2931110226093	-0.0297593747828482	16.4007631185033	-1.08514136287643	1
X2403776	-45.9652467054644	0.751009565316309	-23.8564123989086	-3.99278586630788	1
X2403562	45.3926562016744	0.177432297499636	10.6763972994526	3.92334764629468	1
X2478502	-90.2922919658548	-0.754763190491916	-88.1624999155031	0.965099856143669	1
X2457382	27.4215818416323	-1.12466675129889	4.30615849903367	0.22555292196766	1
X2457625	1.41109676343333	1.63089393603378	0.383406198911128	5.0508302632402	1
X2456461	-4.08619675248995	-0.231388673912329	-24.271119855512	5.74506702585716	1
X2481252	-71.4394830032823	2.21113635324498	-61.2686781990594	-8.92707210086949	1
X2423669	-21.8587531673253	0.476066448214041	-5.46714588654119	-1.64263232150075	1
X2464807	-42.3144516243175	-1.40836785104108	-40.5378274350645	5.30625281251842	1
X2448103	-18.3462631048773	0.112917381702689	-17.0599056483083	-3.51837866393185	1
X2476120	27.1349692844592	-0.681690853342742	4.49969559871281	0.3840338091373	1
X2460437	-55.9930854759698	-0.526914804398911	-62.3248990195896	22.8649740677856	1
X2458565	-31.1215230938972	-1.16137166236412	-25.6088136831314	-0.234100505129161	1
X2467471	23.567102250374	1.25749360569919	20.4529364312497	-5.13334595306591	1
X2470893	-106.547183451617	1.54240337634975	-99.5328048819511	-11.684669742728	1
X2487716	-21.7121922790626	0.656403081984831	-10.7735452294055	-2.03853286360759	1
X2421355	-62.5299357629082	-0.453459818366972	-67.0784934499578	16.0959753778535	1
X2471225	-24.8406727449938	0.370903653492818	20.1518107307276	-7.63296874818859	1
X2488483	-71.8919741496772	-0.145022085663388	-77.7529501639082	6.32804874419117	1
X2467590	-4.05582383464233	1.49382802584757	-23.970537104516	-6.29777273251848	1
X2463409	20.107122978105	0.711352751392595	-1.66835101612709	0.90860387184486	1
X2467224	-48.0659960781009	0.181292133773145	-44.4971085440076	-5.39042220299072	1
X2470658	-36.6444683140041	0.707907767005423	-33.1595688475039	-6.92574537915003	1
X2471175	5.00006079412163	-0.155506871640129	20.3443128481837	-5.47940435102662	1
X2458210	-27.5496830720094	1.54530519437649	-91.6848901677488	3.74235273676893	1
X2487050	-45.8737901879506	0.282810533357986	-17.9933495193346	-0.457835735834889	1
X2465491	-3.51145534123439	2.47719753422216	-8.88687799994231	2.38516740402483	1
X2486809	-60.9898869886855	2.11376805125216	-73.1331035631923	-0.141707634910217	1
X2486681	33.6739940099979	0.84326805555327	32.7658458572972	-10.2000880658668	1
X2469024	-4.05650121278254	0.106285810581401	-16.3463471734151	-3.08751166524338	1
X2418572	5.32874769895458	-0.862720612426428	-8.32358960519264	-0.126802356400612	1
X2470995	-28.5452339969787	0.443098904465256	-31.065971187402	-3.48571724050032	1
X2486317	19.3704437928247	0.880226524755235	34.1922560921356	-8.72976366323848	1
X2465539	-74.4769038510564	2.025700409796	-66.1348637388847	-19.5425144884516	1
X2487473	-11.6267331271995	0.405179286450477	-58.514953882207	6.7929776141109	1
X2488644	-28.2573258158884	-2.55679992657293	-16.4169095017221	-4.33351864612591	1
X2470956	-14.840081374418	0.945815145875897	-29.093288915586	-7.42741679912827	1
X2456229	53.9226582778627	-1.31372669286524	82.2914760808095	-1.88794076159714	1
X2467459	-13.6324738656233	3.12370203872097	-3.86686809331737	-2.27540657873851	1
X2460643	-4.58876489128002	0.024962033408504	-6.97649504815157	-2.40822059321683	1
X2488458	-36.9556282804438	-0.0974842381711892	-2.79687396737457	-3.78898816054966	1
X2485905	-51.3185399339295	1.11104084170614	-55.3859801668973	-17.6838233178016	1
X2470445	-22.1037065117453	0.830347991142261	-7.47817333471224	-3.63903184808542	1
X2467053	-64.5156650895608	1.3703285853579	-41.8461186454826	-4.11246026664626	1
X2451246	-85.4072084020739	1.5619039142813	-53.8687488276402	-11.7093346510165	1
X2470111	-24.1236533412155	-0.615080974189035	-30.7902163522639	8.94874205279132	1
X2475804	-76.6889691882052	1.80594944697365	-72.641273010341	-14.6685499794048	1
X2487971	65.1357451702719	-0.181140471830405	47.5300391904665	5.15031313039159	1
X2456248	51.6788956742226	1.29143911746884	60.0732127919596	3.34182014089121	1
X2466063	-54.4627745680903	1.45487474243992	-43.3303375119592	-6.04887993589887	1
X2487664	20.9159692391099	0.857200787834517	5.91162726401316	-7.05720051184658	1
X2450329	-53.9638207822038	0.444814688364785	-59.3638388627191	8.89596165854838	1
X2456197	12.9031669829383	1.58036689939399	18.925709404016	-5.44536150599887	1
X2466809	-69.9217140600851	1.34853746056232	-69.7231670608185	-7.69217495798622	1
X2450045	-74.9282264176087	0.0336728694454622	-67.0508633296074	-12.3904413396367	1
X2453414	-88.084188419915	0.65411603179558	-90.6077738924609	-18.3026007741021	1
X2462640	4.59270984296842	2.01229557153517	23.2425489888832	-11.5931603409542	1
X2467110	-32.6904933331099	2.20555095320474	-3.15701458881036	-9.54893623164834	1
X2457972	-11.0766218528131	-1.16394524124367	-13.0187190162838	-4.04854943976045	1
X2470938	-44.3287568328225	1.46044129122957	-23.3074944496829	-14.3014923834904	1
X2461320	-11.8094165744302	1.03334899800516	-32.4876106168825	-13.1808120241341	1
X2457050	-56.175537313889	0.858809643201172	-78.0979922995566	-0.022788455880101	1
X2448920	47.8785289056443	2.49888683180377	22.1573982301129	-7.38841071465454	1
X2450375	-38.0757854372501	-0.261011941711032	-42.0365081951722	-1.05395415366879	1
X2464930	1.01165216814618	-1.18291158785632	-26.1255973487172	4.76024831734405	1
X2458143	2.32977150114058	-0.821992351021817	14.6746036619171	-2.4145947954687	1
X2451025	-49.6059573291516	1.09379113877176	-54.9834507528727	-15.6567034105883	1
X2411228	45.1941630288222	1.77261759673694	21.7970690637625	15.5755861916422	1
X2434733	-39.3140435391918	1.27115680583652	-51.7013832882919	-8.87833056101994	1
X2448318	-19.9290891558808	1.82882662618494	-58.3911745776781	-9.21657550514257	1
X2454187	-4.17005197190926	0.634454413040932	-8.76466688865595	-3.43494217967894	1
X2487346	13.6825814432381	-2.03941547033279	16.3002285593066	-3.19402167112805	1
X2421182	-13.097643383594	1.04743992486349	1.58081158896122	-3.31650666596101	1
X2463061	29.1175343991833	1.43400432901803	49.4294595454895	-8.43317828564963	1
X2423104	-48.4902398561292	0.980697634662625	-61.3952931942464	-11.2577432132594	1
X2448107	16.8670569708068	-0.496146298949451	-19.4572540095801	7.52605036827922	1
X2458416	-81.4112642882945	1.78650440803421	-93.8302937078534	-3.70366541226628	1
X2467536	-15.6240807520328	2.68313193398293	-24.9852663350004	6.46884889394998	1
X2469859	16.5752303012039	0.185898995336072	16.9454393250321	-5.21815681643555	1
X2470550	-27.1271345775696	0.256344461898766	-0.636458301879305	-14.8690841242749	1
X2456751	-14.4292814062978	1.03050272558341	11.7682819885329	-6.94275672621904	1
X2458414	5.9263453824472	-0.709582170377062	-21.7189994867469	-0.649428269147525	1
X2453571	76.6992115397636	-1.1600824004203	57.4703108026277	-5.21822132803805	1
X2450886	-13.1817787450076	0.414331058394503	-7.91050206551273	1.0246458375465	1
X2485065	-28.2926036128717	0.0334168402020035	-25.3614200007842	1.93421801635973	1
X2478959	-89.7143237300135	-0.851652808186804	-65.7811451950771	-6.99696986892384	1
X2450508	-4.14185859783815	2.71191940808656	22.1749682976085	-13.2812277657453	1
X2470576	-43.5919636449549	0.487092837461039	-17.8989444547858	-16.3390829142367	1
X2486065	-49.32111062001	1.14907551843692	-53.1352983668682	1.95850386776903	1
X2465583	29.3610011436352	1.2780113957106	18.354498742805	4.71563378360932	1
X2458471	-34.9682060053403	-1.74935270279747	-17.5652088050303	1.67791161457903	1
X2471150	-25.2180858493774	1.66588145981977	-51.6157877777182	-7.14667058443272	1
X2459748	29.1154183414799	-0.233005777221553	38.2894864576267	7.53977203918318	1
X2451603	-42.5628744503583	-0.570427120869417	-33.3792919491364	-14.4829404864559	1
X2416182	2.41717954965672	-0.855672304734729	0.81435200849036	-1.99803133643737	1
X2458279	46.0912961397681	-0.684406917662356	16.2364334566385	-6.97400975505132	1
X2461227	-27.1464614711769	1.59726464471431	-28.5604897995573	2.20320553303764	1
X2485379	1.41780619218108	0.780650909811782	-5.34499326668981	4.16574122640983	1
X2448334	-31.6061071097753	1.48889215178555	-39.5550103751434	-0.547123175987788	1
X2457738	-4.00923728251099	-1.75215656525604	-10.6449871432624	10.2722938502066	1
X2457262	14.8358957365735	-1.33028587362402	23.6604424673155	-7.50147560343658	1
X2485243	6.40905563867201	-0.877960354438847	16.3132590594561	-7.40998756612053	1
X2469276	-45.3145985542643	-0.576870320183631	-54.0197588287209	-6.04203484013332	1
X2485182	13.5352937494967	-0.727438261437052	16.6125395994821	-7.15264100835699	1
X2456195	41.7877415915185	-0.337030759911298	28.0023859722568	6.36792655208511	1
X2423426	6.99096599265707	0.98316946365183	-21.9694589300894	0.473118892958425	1
X2450736	-41.6159953667041	0.83682898168352	-36.0412630421751	-2.33227139991671	1
X2458047	-24.8890238540832	0.74224519630442	-3.89733480289386	-6.3009819056968	1
X2457877	-49.9015303885399	-0.693788632353586	-26.3696731819351	-11.721829604475	1
X2470683	44.2120796165935	0.426133580864958	47.5013131406827	-9.29526854462193	1
X2450511	-22.9101868557503	1.52991119655234	-15.1550314189981	-18.3940472412499	1
X2488238	49.2245704223917	-0.125438850199185	92.9450351399416	1.15524855623784	1
X2457924	-2.20561037127839	0.655293218853534	-35.4039335397883	2.96846316815869	1
X2488256	-16.0762358465519	0.0376874192943677	31.3246706326527	-11.2531229410161	1
X2421582	-24.7081389072157	-0.246940983152758	-61.8575536186658	-0.438044672894448	1
X2451088	-46.0221775712559	2.43213523117318	-38.3467159503876	1.65412814194743	1
X2487957	0.642004641156882	0.846311806723479	-1.91739240068007	-2.54448892528774	1
X2488106	18.2258314285132	2.12201595713434	32.6794833261789	-2.72377726649189	1
X2453288	-64.2468299335727	0.608803493471124	-57.4470068162269	-7.68332591770374	1
X2463215	-107.894041721235	-0.531878552023151	-94.366752422523	-9.46552419608125	1
X2450738	-77.9986891471678	2.00540511220594	-66.3539583672522	-6.12122768461535	1
X2441762	-9.3662740115756	-0.740749790244501	-23.9834217031859	11.5733146657539	1
X2480248	-28.5883806170869	-1.07944264278965	-53.4141379349599	7.33850221508102	1
X2449618	-23.8006994275257	1.08830930754647	-12.0558693096036	-3.17622418675761	1
X2480766	-65.3840569073786	-1.47655467343194	-50.5149499286827	5.0230487636385	1
X2451102	-72.9250298078861	-0.927980647638058	-81.8030358608892	14.4088359682817	1
X2461165	-35.8053851348655	1.40565286815872	-32.0596436499641	-9.58988823327062	1
X2451596	-105.029042351272	-0.566170166192297	-99.4790033876344	-11.576926978101	1
X2450220	-6.77836165022401	-0.799922372640716	1.58869762810123	3.62575456790575	1
X2423624	9.12982208912831	0.548815703652254	5.39902549773679	-5.17762667043843	1
X2471212	-20.9027615573322	1.90882916703849	-34.1341405665311	-0.572705385577183	1
X2463054	-32.6634227883642	1.89296978942079	-21.8703905734135	-16.4859014050406	1
X2486240	-47.8646877729674	0.843436713460834	-12.3286135450596	1.84222102300196	1
X2456268	6.64822498941266	1.63047865116222	15.9084377957203	2.54565998182268	1
X2450199	-9.28964805747167	-0.161062037792196	-34.981075490549	-3.19837215580975	1
X2406863	-40.5930457355297	-0.124360671807926	-10.4986149661926	5.76638342662741	1
X2469881	-101.008207730572	0.6291948878313	-90.7785184830547	-12.1065424725158	1
X2448637	-31.3066953566058	-0.667745594363086	-36.4242747634059	-5.1264157190081	1
X2451627	-0.183772183860777	1.91515887031837	-16.6839733752921	7.09777577013881	1
X2451632	-8.68996173779816	2.10609699664928	-7.30607300740594	-1.25287886278433	1
X2453531	2.83729058035276	-0.00706967013744925	-31.4253651049136	14.2266567079272	1
X2467548	-17.8661777980192	3.06675001500605	-32.2007346169178	13.7870182755159	1
X2469057	-57.0012884654944	0.783440901133192	-60.9825983942646	-1.74053963786696	1
X2416440	-18.4773906619528	1.36425923565123	-19.5313279203143	2.9936396946238	1
X2459053	-34.0347395250557	1.41968000378379	-48.4776438129178	-2.29849399331053	1
X2423441	19.0265809775815	0.783852360115838	28.4463791065125	3.99707110635563	1
X2448304	-33.30921491562	1.79131894681461	-50.5991658459488	-4.1497221426695	1
X2488605	-56.6083175550945	-1.89709053919835	-20.0407829173379	-20.1146325011565	1
X2463271	-67.1874151405333	2.35293695403	-47.4938887881843	-12.039504488964	1
X2462649	44.9561157971	-1.23055623414396	55.1936330909578	-3.4373431101501	1
X2469064	-16.1922741936694	0.340758739797405	-15.6976345327565	-6.97210846077331	1
X2470037	-26.128225069907	0.173325133664052	-6.14423400451228	7.91975546740293	1
X2458463	-84.0831288670755	1.18407418085193	-100.393935797721	-14.1601907865309	1
X2423096	-56.2660696800035	1.20499286193682	-40.3340176448576	-4.43201712378018	1
X2469819	-101.016212869965	-0.508193275563476	-70.1046775835844	-7.27239321636774	1
X2458455	-158.392352565824	0.853705039637594	-123.285109542323	-14.1647978984372	1
X2456407	-55.3345354656195	-1.92848822391585	-57.1824820388648	-1.474342918588	1
X2450516	9.56569646336913	1.00367724692687	32.3008027548343	-7.34030212549174	1
X2451038	-8.4671878330095	-0.835120672150747	-34.1416044385383	-0.162874612226608	1
X2486208	22.6688907223997	0.377045628532959	7.25834381565073	-0.670021720919539	1
X2456439	-15.3941622965918	2.8961163792754	-17.8854162516138	5.97380055299768	1
X2483321	-56.3693624762998	0.853840441693742	-60.2106869650053	-0.396637859593441	1
X2485924	-74.106004681854	0.378530939761626	-60.7187050683703	-24.9009412630667	1
X2456456	-85.1254042289632	2.63300308439209	-73.2553078136019	-7.72318717682845	1
X2458435	-19.0201490263314	0.321222781128945	10.450507539775	5.80725960311187	1
X2457273	-10.3013827690105	2.28155170767876	-25.2336354685995	-3.87526205269773	1
X2488634	-26.9449603181202	-0.0903842970476415	-12.7144445037382	-6.64094097622027	1
X2469879	-31.2949040782673	0.921259782650119	-35.2644739068169	-0.0928562389123284	1
X2465574	6.93052017258046	2.77396517834985	0.0617819137551861	2.88310790203806	1
X2421158	61.466028490384	-0.419036480907672	73.8237184841471	-0.972512587793473	1
X2450731	-69.446087996668	1.16979742568381	-48.8644223095951	-18.3878413681129	1
X2425048	-15.1511096335551	2.75502147556789	0.61966671843005	8.18967277025979	1
X2458025	-11.8896758349401	-0.80397295939997	-16.6512238378846	0.833527351542299	1
X2468991	-74.6923166345583	-0.177588862927882	-57.3117039294307	-1.46152139715991	1
X2456412	-65.7608551728579	1.08740006782429	-61.9775489688871	-3.08680293551735	1
X2457704	42.4339078403882	-1.63650760955522	25.5523023343825	1.38845150385915	1
X2457793	10.9863052752814	-1.79972158609008	33.757119658227	-1.80978741772779	1
X2465544	65.183251592384	1.3040156768713	90.0223461916557	0.073225473838165	1
X2467245	-60.1806324058599	0.70370511580745	-25.6237619583655	4.55608912734229	1
X2448302	17.3464156404241	0.289765271194104	9.05006653913687	-8.7652866058659	1
X2462922	10.0736284925129	2.77177232874391	-15.351301506818	-0.890789635258245	1
X2469903	46.4042490450303	1.03165692787949	24.5665118612292	5.16479757934915	1
X2387920	-13.1973509007973	-0.35214160457666	-6.81702536649188	4.40044609588623	1
X2470886	22.0248959009073	1.9031804598337	32.6546609297566	-10.9826892368709	1
X2395967	-44.3520300296959	1.8924305321713	-40.2623129433705	-13.0613165567641	1
X2455400	17.8734859783072	-1.81749039968657	5.09836407712641	6.09948547608591	1
X2456108	-19.0425597843719	1.53141288636658	33.663050094643	-6.44823846075134	1
X2422809	-7.40299198766685	0.0480856346253696	-24.5472700571011	-3.11989442414358	1
X2448758	-10.2184945780086	1.0235825308402	11.9229880008406	-14.7702292600256	1
X2411287	-15.1120284507008	0.352919573658974	4.66172728099467	6.2804957580161	1
X2470498	64.0304526693602	-1.19509841843344	37.9077268310284	3.08287555914115	1
X2488358	-45.8745455019048	0.308382356072255	-33.3011066543132	-15.8578978181185	1
X2437351	64.8511956312813	-0.218022194418159	29.3509888331116	8.50613118808148	1
X2469192	-59.5364910073714	0.790515048957071	-9.9248522637033	-7.98420670282161	1
X2456310	-55.7572441860772	1.31555978951571	0.656461008486378	-3.21349806003082	1
X2462843	-12.4284746682824	1.23181617478977	-4.4296482430144	-2.3844977434457	1
X2457493	0.536194434228758	0.862892255091287	20.4323680348795	-5.6257127219653	1
X2486955	-41.4599437802663	0.636442361972838	-37.9692641579435	7.30466469126546	1
X2387312	30.7057958040291	-1.14695536165558	17.8550388016889	2.76890191424778	1
X2461358	35.6831155920363	0.88965162405242	42.1928984151501	-8.02943571163844	1
X2429723	-46.8360560776546	0.361507721112458	-25.4504413009617	-10.166135756264	1
X2470865	-8.96480974871722	0.522722296929741	7.37903643723141	-15.2133071206569	1
X2414569	-39.8484222870256	-1.26773559742268	-18.4125602200877	0.622749361742804	1
X2457220	-26.3848487188472	1.33271231698189	-42.7919116202058	8.96755228610213	1
X2421103	-68.6597834533659	1.22435395255855	-49.8377297759702	-14.0275629697489	1
X2457452	35.6773459227122	0.422192261601986	28.2414845531518	3.61573041446884	1
X2456322	53.247057339841	1.81647868132915	42.349860403937	15.3915843426651	1
X2487317	-25.6115314258744	-1.83578740414737	-10.596179093416	0.992821523821635	1
X2421039	9.06637357069757	2.08419007303642	13.3551378753098	-1.64214328350036	1
X2485179	-14.350227255266	0.00734274514610917	-45.8847344885266	-2.29587334102185	1
X2448921	-45.1892866647892	2.03428675733801	-46.77923448749	-3.5118372498121	1
