<Trait>	Trait_1_H2_1	Trait_2_H2_1	Trait_3_H2_1	Trait_4_H2_1	Rep
X2453466	-29.1528484074492	1.5547437293056	-36.3317515165564	5.62415937980177	1
X2488384	30.6147262282577	4.78533381750916	6.05893793810989	19.7704544726385	1
X2445195	46.2092845551034	6.0714181472962	29.9285959934256	10.2092704143811	1
X2480437	22.8833251212286	6.0714181472962	14.3612876597063	2.45061931422589	1
X2466247	-105.369046851406	-4.58225018613301	-90.4861020026883	-10.3006946625854	1
X2427954	10.3200785517705	-2.47533986844653	10.8232400735288	1.97217834668819	1
X2436518	12.1063906529924	4.78533381750916	-0.605451795391031	7.92650863087438	1
X2456504	-28.1292642788571	0.955217388761591	-36.202232207536	7.11775053991729	1
X2433862	-61.3787318127139	1.90684054187001	-50.9168538761199	-12.368718478464	1
X2486944	-2.56615689665477	1.87385759987609	-8.66175104857918	4.22173655204833	1
X2475708	15.237397975068	0.967772561508998	27.3571501941844	-13.0875247806253	1
X2430747	16.0024129894144	1.87385759987609	0.587310614434115	13.5412447751041	1
X2488103	-50.1763084938973	-4.58225018613301	-55.2473641248926	9.65330581712823	1
X2385164	-8.23945528608169	0.967772561508998	-1.98561154313599	-7.22161630445452	1
X2484332	-12.1446713724146	1.87385759987609	-20.3179773420123	6.29944836972158	1
X2472050	-32.83479660364	-4.58225018613301	-19.9481661360484	-8.30438028145866	1
X2472028	-23.9999773989858	-4.58225018613301	-14.5659173465406	-4.85180986631227	1
X2472183	-21.4018806997399	-4.26221909006206	-3.17764988157754	-13.9620117281003	1
X2473481	-19.2828105395291	-4.58225018613301	3.03247352829493	-17.733033881691	1
X2478076	-20.1716243820844	-4.26221909006206	-3.54382147516135	-12.3655838168611	1
X2424284	-15.4513559267527	4.78533381750916	-53.9512420608229	33.7145523165609	1
X2486922	-11.5277509642593	0.132879882817637	2.30272949136742	-13.9633603384445	1
X2467971	-69.5678304314265	-4.58225018613301	-65.5976112691532	0.612031023859623	1
X2486260	35.3033825505389	4.78533381750916	24.9696557787458	5.54839295428405	1
X2473470	-11.3227099099269	2.78160354612416	-19.157789381858	5.05347592580696	1
X2481994	-19.6998501877601	-2.52266982706299	-17.7223799885028	0.545199627805659	1
X2434045	-0.0315838598152132	-2.4876242537077	-1.75702243326409	4.21306282715665	1
X2476528	30.33922479428	-4.58225018613301	37.4640108085892	-2.54253582817627	1
X2488145	-73.5443274132586	1.87385759987609	-81.9922040907003	6.57401907756554	1
X2475500	-24.0068999282355	-2.4876242537077	-21.8851863051795	0.365910630651812	1
X2485229	-10.41887585541	4.78533381750916	-16.3477757739693	1.14356610104991	1
X2480862	20.1814351763481	3.33042485019971	13.1290423896922	3.72196793645617	1
X2473479	-30.3178745563767	-4.58225018613301	-8.35571395228967	-17.3799104179541	1
X2477604	17.6176573670284	1.6390452107294	17.2090163618623	-1.23040420556336	1
X2481268	20.1795381916746	6.0714181472962	10.612862446929	3.49525759744937	1
X2469907	7.71626963086985	3.33042485019971	1.95668363884976	2.4291611418203	1
X2447812	55.2534378232656	6.0714181472962	46.3521046013283	2.82991507464122	1
X2426779	-60.9056548391452	1.87385759987609	-37.7883930404799	-24.9911193985414	1
X2472317	-2.29556728997481	-4.58225018613301	5.11533044437702	-2.82864754821893	1
X2427338	-3.47715720677445	1.87385759987609	-8.27251035659017	2.92149554993963	1
X2423595	-94.7841952631979	-5.01650177935914	-80.9601122670616	-8.80758121677725	1
X2429851	-10.6515000602133	-2.93566554470917	-3.49483460428866	-4.22099991121566	1
X2445281	63.1582440896713	-0.465294464962519	61.804998692555	1.81853986207904	1
X2475089	-46.0735663057835	-4.58225018613301	-43.7094965321412	2.21818041249087	1
X2466250	-46.6379204201708	-2.00101204774289	-43.7666984718118	-0.870209900615994	1
X2474421	-1.71973492987221	1.87385759987609	-8.02631596367212	4.43272343392381	1
X2485683	35.6208949478283	1.87385759987609	27.0499845709744	6.69705277697782	1
X2439798	-102.669247363983	-4.26221909006206	-83.6903868003305	-14.7166414735905	1
X2485762	39.3778916205986	1.62899105838533	46.5187612915795	-8.76986072936621	1
X2446103	35.5460208710986	4.78533381750916	21.3155703266651	9.44511672692436	1
X2472795	-12.3240005421867	-2.4876242537077	-0.841198550854378	-8.99517773762462	1
X2474426	-28.5169794857455	1.87385759987609	-50.6583201520047	20.2674830663831	1
X2427131	-20.4426344978833	1.62899105838533	-16.4803224869887	-5.59130306927985	1
X2442957	35.2957385854194	-4.71485830379783	44.1827601094699	-4.17216322025263	1
X2481195	35.3081205867747	4.78533381750916	9.7745318799473	20.7482548893182	1
X2473502	-49.2630432374005	-4.58225018613301	-41.3990526902997	-3.28174036096751	1
X2471868	-26.626764642019	-4.58225018613301	-31.839572972201	9.79505851631555	1
X2436813	7.44397232795452	1.87385759987609	-10.9878474345042	16.5579621625827	1
X2484806	-47.5224225117326	-3.14719110163883	-37.035306879595	-7.33992453049888	1
X2474630	-32.9040180023091	1.87385759987609	-50.1101325681898	15.3322569660047	1
X2467419	72.7116327108657	3.33042485019971	59.4720297228302	9.90917813783565	1
X2377948	-29.5422575325091	-4.26221909006206	-7.40409387157243	-17.8759445708744	1
X2473026	-0.294246484145856	0.967772561508998	17.3954653425934	-18.6574843882483	1
X2484500	-0.748767430476875	2.89545371712488	3.06251464169669	-6.70673578929845	1
X2488328	83.7595204578845	4.78533381750916	57.8813378500754	21.0928487903001	1
X2477211	28.1884191563642	3.33042485019971	22.7416413880854	2.11635291807889	1
X2487931	-36.7903697216712	2.89545371712488	-31.9874071855424	-7.69841625325379	1
X2435927	55.945351455038	-4.08110561324856	61.7440196317803	-1.7175625634935	1
X2476444	38.9550076519661	-4.08110561324856	38.485249578505	4.55086368670961	1
X2400497	-23.660586843978	-2.52266982706299	-30.3170276668529	9.17911064993793	1
X2474941	33.1477991319694	-2.47533986844653	36.4701584227153	-0.847019422299541	1
X2487940	13.9347941128522	1.87385759987609	4.20872139295105	7.85221512002504	1
X2482310	-54.3984758320696	1.87385759987609	-66.4027985189904	10.1304650870446	1
X2401913	56.7325702788046	1.87385759987609	44.5596663986134	10.2990462803152	1
X2474516	-13.0719476202468	-4.71485830379783	-2.43265162107786	-5.92443769537114	1
X2485953	-41.3284415990573	-4.58225018613301	-48.0570386164969	11.3108472035726	1
X2472914	9.44129786452438	1.87385759987609	-3.88330067167744	11.4507409363257	1
X2474493	8.17832933359161	-3.28225346730628	6.15524215143032	5.30534064946764	1
X2473798	30.3053457893179	-4.58225018613301	50.2640545352681	-15.3764585598172	1
X2487059	29.5573801372556	1.32105710996028	28.791044620122	-0.554721592826661	1
X2477754	-87.8744645115388	-4.58225018613301	-73.3602111911065	-9.93200313429925	1
X2432655	15.6684801684667	1.87385759987609	17.0379924288761	-3.24336986028547	1
X2472593	-2.41323540906841	-4.58225018613301	10.9928908376369	-8.8238760605722	1
X2484367	-24.9228023519728	1.87385759987609	-31.1648152769732	4.36815532512429	1
X2479197	1.44371130152206	2.71944187555993	-17.2389806523416	15.9632500783038	1
X2484325	-61.1201158763253	2.89545371712488	-70.6735463470086	6.65797675355833	1
X2456525	-54.2349557501884	1.87385759987609	-65.6973797503425	9.588566400278	1
X2475964	56.9453118461733	6.0714181472962	44.800845734785	6.07304796409207	1
X2474198	33.9932245324716	-3.14719110163883	32.3789539893603	4.7614616447502	1
X2474668	-5.79477182152525	1.87385759987609	-24.212768464536	16.5441390431347	1
X2486957	-13.6398481645393	2.89545371712488	-22.8761503292581	6.34084844759383	1
X2429870	-31.9180262982102	-2.79821451682069	-14.9702464235066	-14.1495653578829	1
X2472319	17.7303205391985	-0.465294464962519	17.840396535463	0.355218468698058	1
X2484363	-59.2615371906391	1.87385759987609	-74.6471279442065	13.5117331536912	1
X2483732	17.1793966638405	-2.4876242537077	9.22280964953673	10.4442112680114	1
X2475699	33.1768096291618	3.33042485019971	39.9054705456064	-10.0590857666441	1
X2481270	74.0878410347469	4.78533381750916	49.5002833110732	19.8022239061647	1
X2486253	48.3673121148196	-4.58225018613301	54.9274637925187	-1.97790149156618	1
X2433890	39.8100614439349	1.87385759987609	54.1684192844528	-16.232215440394	1
X2476266	14.8621493688983	3.82506223718219	11.8872658621227	-0.850178730406758	1
X2487854	1.33120688134831	1.87385759987609	-12.2732131925703	11.7305624740425	1
X2429990	14.1390748382482	5.11048956520667	3.84334273360505	5.18524253943653	1
X2430165	-39.5789539000536	-0.891618395574589	-47.1747641581692	8.48742865368999	1
X2477556	-11.9847032884431	-3.4293482743918	5.61449408411134	-14.1698490981627	1
X2423821	-26.8498850391059	1.87385759987609	-29.0916900381257	0.367947399143814	1
X2444630	-83.084384947796	-4.58225018613301	-63.1580020089557	-15.3441327527076	1
X2475592	-3.85823453182793	6.0714181472962	-18.731429726958	8.80177704783382	1
X2475073	-39.4233262582128	-4.71485830379783	-41.5723119854594	6.86384403104451	1
X2390944	-1.61967757439496	2.78160354612416	3.44040240871707	-7.84168352923617	1
X2433916	85.1271298256242	1.6390452107294	88.0753702065382	-4.58728559164318	1
X2487123	-53.6273287428431	1.90684054187001	-48.6241554497686	-6.9100138349444	1
X2485905	-26.5442316193109	2.89545371712488	-22.0999631318575	-7.33972220457839	1
X2486961	-33.6681824974892	0.132879882817637	-17.7931019989899	-16.0079603813169	1
X2486561	-4.38821777879647	1.87385759987609	-17.3860248345896	11.123949455917	1
X2472121	-85.6327026967455	-4.58225018613301	-66.9639904549555	-14.0864620556571	1
X2437083	-49.5902269629822	1.87385759987609	-64.516392760972	13.0523081981137	1
X2475673	-24.5820245580094	6.0714181472962	-34.0395149803539	3.38607227504839	1
X2484197	34.271769910716	-2.4876242537077	39.6798338631223	-2.9204396986987	1
X2485804	35.8944584851467	-2.4876242537077	47.8693089201113	-9.48722618125699	1
X2474813	-38.6615756654315	2.96711924879473	-49.5830655253036	7.95437061107749	1
X2475936	27.8850277284692	3.33042485019971	12.9603148540958	11.5942880241736	1
X2465998	-16.7606858072878	3.57271436710126	-10.4240183101477	-9.90938186424131	1
X2475593	-42.6735278584779	4.78533381750916	-49.4721946069025	2.01333293091517	1
X2477504	-58.6657799911428	2.96711924879473	-56.3107365362036	-5.32216270373383	1
X2473289	-62.0314522784855	1.87385759987609	-70.6194288931011	6.71411901473952	1
X2481379	0.196534852011657	6.0714181472962	-16.4725991914243	10.5977158961399	1
X2436753	-21.5442557958346	-2.00101204774289	-29.7782716186516	10.2350278705598	1
X2477401	34.7342632535243	4.78533381750916	28.3316858220692	1.61724361394594	1
X2446022	2.8277215478904	-2.52266982706299	7.29088043525545	-1.94048906030203	1
